userid,motid,fit,prod,enjoy
03bfT4WZ6SfiFFajcrkoNfNKMpN2,1,50,50,50
03bfT4WZ6SfiFFajcrkoNfNKMpN2,25,50,50,50
03bfT4WZ6SfiFFajcrkoNfNKMpN2,36,50,50,50
07KyflZkq6WTDpjNKRszXxmp67z2,1,50,80,80
07KyflZkq6WTDpjNKRszXxmp67z2,9,0,10,30
0CHk74uT2pRt5VKXM9qFVS3BLPu2,10,0,0,100
0CHk74uT2pRt5VKXM9qFVS3BLPu2,33,0,10,90
0CHk74uT2pRt5VKXM9qFVS3BLPu2,7,100,10,100
0CHk74uT2pRt5VKXM9qFVS3BLPu2,16,100,0,100
0CHk74uT2pRt5VKXM9qFVS3BLPu2,9,0,0,80
0F1PSUAFigfEmRrZCqYQubF0cqJ2,9,0,14,0
0F1PSUAFigfEmRrZCqYQubF0cqJ2,16,50,0,23
0F1PSUAFigfEmRrZCqYQubF0cqJ2,20,0,0,81
0bWXqCqRNvNOSqNn95cT4Rz7N8N2,16,100,30,100
0bWXqCqRNvNOSqNn95cT4Rz7N8N2,9,0,0,40
0f96HTd4Q5R7BOEJiixoZavAblJ3,1,100,20,70
0f96HTd4Q5R7BOEJiixoZavAblJ3,35,80,50,20
0f96HTd4Q5R7BOEJiixoZavAblJ3,9,0,0,50
118dNa1ML6c0kvauqxEbJK3Wsa52,12,0,70,70
118dNa1ML6c0kvauqxEbJK3Wsa52,11,0,70,70
118dNa1ML6c0kvauqxEbJK3Wsa52,15,0,50,70
118dNa1ML6c0kvauqxEbJK3Wsa52,27,0,50,70
118dNa1ML6c0kvauqxEbJK3Wsa52,10,0,70,70
118dNa1ML6c0kvauqxEbJK3Wsa52,33,0,70,70
118dNa1ML6c0kvauqxEbJK3Wsa52,28,0,60,80
118dNa1ML6c0kvauqxEbJK3Wsa52,13,0,50,50
118dNa1ML6c0kvauqxEbJK3Wsa52,7,80,0,80
118dNa1ML6c0kvauqxEbJK3Wsa52,8,100,0,90
118dNa1ML6c0kvauqxEbJK3Wsa52,1,90,0,90
118dNa1ML6c0kvauqxEbJK3Wsa52,35,90,0,90
118dNa1ML6c0kvauqxEbJK3Wsa52,22,0,40,50
118dNa1ML6c0kvauqxEbJK3Wsa52,25,0,0,30
17DI4eRnDNXvM2KoQjPUzXyI4L23,33,10,30,30
17DI4eRnDNXvM2KoQjPUzXyI4L23,7,50,10,90
17DI4eRnDNXvM2KoQjPUzXyI4L23,1,70,20,100
17DI4eRnDNXvM2KoQjPUzXyI4L23,9,0,0,50
17DI4eRnDNXvM2KoQjPUzXyI4L23,22,0,20,50
1XbMRqPBVKRuwzqswMLHRm2VOCK2,15,0,0,100
1XbMRqPBVKRuwzqswMLHRm2VOCK2,33,0,0,100
1XbMRqPBVKRuwzqswMLHRm2VOCK2,7,100,100,100
1XbMRqPBVKRuwzqswMLHRm2VOCK2,1,100,100,100
1XbMRqPBVKRuwzqswMLHRm2VOCK2,9,0,80,0
1XbMRqPBVKRuwzqswMLHRm2VOCK2,22,0,0,100
1yv34DBm1tNVluLdPdd3y9dxqB73,16,50,0,100
1yv34DBm1tNVluLdPdd3y9dxqB73,8,50,0,100
22mkWBTU8xbsIYBxDAF5gKj0agI2,35,50,4,50
22mkWBTU8xbsIYBxDAF5gKj0agI2,33,0,81,89
22mkWBTU8xbsIYBxDAF5gKj0agI2,17,50,0,91
2CbkEUhXofUNq4q8htqXlzGSvHj2,1,100,20,80
2CbkEUhXofUNq4q8htqXlzGSvHj2,9,10,0,10
2CbkEUhXofUNq4q8htqXlzGSvHj2,22,0,20,50
2JGhHV7AAPXoHvETNIvDDaMe19p1,33,10,20,20
2JGhHV7AAPXoHvETNIvDDaMe19p1,7,20,0,50
2JGhHV7AAPXoHvETNIvDDaMe19p1,1,90,0,50
2JGhHV7AAPXoHvETNIvDDaMe19p1,16,50,0,80
2JGhHV7AAPXoHvETNIvDDaMe19p1,9,0,10,10
2Ws2zB4KThTihwiPdUvwf3Q6cq63,12,0,0,20
2Ws2zB4KThTihwiPdUvwf3Q6cq63,11,0,0,20
2Ws2zB4KThTihwiPdUvwf3Q6cq63,10,0,20,60
2Ws2zB4KThTihwiPdUvwf3Q6cq63,33,0,20,60
2Ws2zB4KThTihwiPdUvwf3Q6cq63,14,0,40,70
2Ws2zB4KThTihwiPdUvwf3Q6cq63,7,10,0,60
2Ws2zB4KThTihwiPdUvwf3Q6cq63,1,70,0,60
2amZBAPW1zPGfxCi7aUCVBnTUZf2,33,10,20,80
2amZBAPW1zPGfxCi7aUCVBnTUZf2,7,90,20,80
2amZBAPW1zPGfxCi7aUCVBnTUZf2,16,90,0,80
2amZBAPW1zPGfxCi7aUCVBnTUZf2,17,90,0,80
2amZBAPW1zPGfxCi7aUCVBnTUZf2,9,10,0,50
2jCf4LBsZjP0fyQOMquljkuYa5x2,7,-1,-1,-1
2jCf4LBsZjP0fyQOMquljkuYa5x2,18,-1,-1,-1
2jCf4LBsZjP0fyQOMquljkuYa5x2,17,-1,-1,-1
2jCf4LBsZjP0fyQOMquljkuYa5x2,25,-1,-1,-1
2jCf4LBsZjP0fyQOMquljkuYa5x2,12,-1,-1,-1
2jCf4LBsZjP0fyQOMquljkuYa5x2,1,-1,-1,-1
2jCf4LBsZjP0fyQOMquljkuYa5x2,9,-1,-1,-1
2jCf4LBsZjP0fyQOMquljkuYa5x2,22,-1,-1,-1
2n0m0qqsuoZw7ydoNxCkd4yfKqP2,12,0,0,60
2n0m0qqsuoZw7ydoNxCkd4yfKqP2,11,0,0,40
2n0m0qqsuoZw7ydoNxCkd4yfKqP2,15,0,0,70
2n0m0qqsuoZw7ydoNxCkd4yfKqP2,33,0,20,80
2n0m0qqsuoZw7ydoNxCkd4yfKqP2,7,90,0,80
2n0m0qqsuoZw7ydoNxCkd4yfKqP2,1,100,0,60
2n0m0qqsuoZw7ydoNxCkd4yfKqP2,9,0,0,60
2n0m0qqsuoZw7ydoNxCkd4yfKqP2,22,0,0,80
3L6LLQj2mTX11Iz8H5cUu7D53Ne2,10,0,0,80
3L6LLQj2mTX11Iz8H5cUu7D53Ne2,7,50,80,70
3L6LLQj2mTX11Iz8H5cUu7D53Ne2,1,100,30,80
3L6LLQj2mTX11Iz8H5cUu7D53Ne2,16,100,30,80
3L6LLQj2mTX11Iz8H5cUu7D53Ne2,9,0,50,20
3Qqp07yipUTIS00sxVgDTo5WxUy2,7,80,0,100
3Qqp07yipUTIS00sxVgDTo5WxUy2,1,100,20,100
3Qqp07yipUTIS00sxVgDTo5WxUy2,16,70,20,100
3Qqp07yipUTIS00sxVgDTo5WxUy2,9,0,0,10
3Qqp07yipUTIS00sxVgDTo5WxUy2,22,0,20,30
3dgeELI7o2asBfAyXVCAMiRtw0P2,8,80,0,90
3dgeELI7o2asBfAyXVCAMiRtw0P2,1,80,0,90
3fj7Y3zB6WOgKnypO2UvEAn6ujs1,12,20,80,90
3fj7Y3zB6WOgKnypO2UvEAn6ujs1,11,20,80,90
3fj7Y3zB6WOgKnypO2UvEAn6ujs1,33,10,80,100
3fj7Y3zB6WOgKnypO2UvEAn6ujs1,7,80,10,80
3fj7Y3zB6WOgKnypO2UvEAn6ujs1,1,100,20,100
3fj7Y3zB6WOgKnypO2UvEAn6ujs1,17,100,0,100
3fj7Y3zB6WOgKnypO2UvEAn6ujs1,25,0,10,60
3k8KF06wmXUuIX5QyXc03XZrPnz1,15,0,10,80
3k8KF06wmXUuIX5QyXc03XZrPnz1,10,0,0,80
3k8KF06wmXUuIX5QyXc03XZrPnz1,33,0,0,80
3k8KF06wmXUuIX5QyXc03XZrPnz1,14,0,0,100
3k8KF06wmXUuIX5QyXc03XZrPnz1,7,50,0,100
3k8KF06wmXUuIX5QyXc03XZrPnz1,8,100,0,100
3k8KF06wmXUuIX5QyXc03XZrPnz1,1,80,0,90
3k8KF06wmXUuIX5QyXc03XZrPnz1,22,0,0,100
4UgIfkxwFCVpRXrnRTKxN9pS0iE3,15,0,0,30
4UgIfkxwFCVpRXrnRTKxN9pS0iE3,33,0,0,30
4UgIfkxwFCVpRXrnRTKxN9pS0iE3,14,0,80,80
4UgIfkxwFCVpRXrnRTKxN9pS0iE3,7,80,0,60
4UgIfkxwFCVpRXrnRTKxN9pS0iE3,8,80,0,90
4UgIfkxwFCVpRXrnRTKxN9pS0iE3,1,80,20,80
4UgIfkxwFCVpRXrnRTKxN9pS0iE3,16,90,80,80
4UgIfkxwFCVpRXrnRTKxN9pS0iE3,9,0,50,20
4UgIfkxwFCVpRXrnRTKxN9pS0iE3,22,0,70,70
4ZfTYSt0erSVLAeGC28PY1Z8bbS2,12,20,0,50
4ZfTYSt0erSVLAeGC28PY1Z8bbS2,11,20,0,50
4ZfTYSt0erSVLAeGC28PY1Z8bbS2,15,20,0,40
4ZfTYSt0erSVLAeGC28PY1Z8bbS2,10,20,0,60
4ZfTYSt0erSVLAeGC28PY1Z8bbS2,33,20,30,60
4ZfTYSt0erSVLAeGC28PY1Z8bbS2,28,20,50,70
4ZfTYSt0erSVLAeGC28PY1Z8bbS2,7,60,0,70
4ZfTYSt0erSVLAeGC28PY1Z8bbS2,1,80,0,100
4ZfTYSt0erSVLAeGC28PY1Z8bbS2,17,80,0,80
4ZfTYSt0erSVLAeGC28PY1Z8bbS2,25,10,0,60
4bzY2zv9MLN1bu1u35n1CoGahEY2,33,0,70,70
4bzY2zv9MLN1bu1u35n1CoGahEY2,7,70,0,70
4bzY2zv9MLN1bu1u35n1CoGahEY2,1,70,0,70
5SYLdRRcDvg6lWmC50brdxfxtK63,11,60,0,0
5SYLdRRcDvg6lWmC50brdxfxtK63,15,60,0,0
5SYLdRRcDvg6lWmC50brdxfxtK63,10,60,0,60
5SYLdRRcDvg6lWmC50brdxfxtK63,33,60,0,70
5SYLdRRcDvg6lWmC50brdxfxtK63,7,70,0,50
5SYLdRRcDvg6lWmC50brdxfxtK63,31,50,0,90
5SYLdRRcDvg6lWmC50brdxfxtK63,25,0,10,20
5SYLdRRcDvg6lWmC50brdxfxtK63,36,0,10,50
5m4xnumBhoWkZQGCJpwdwe7cM452,12,0,30,10
5m4xnumBhoWkZQGCJpwdwe7cM452,33,0,10,50
5m4xnumBhoWkZQGCJpwdwe7cM452,14,0,20,30
5m4xnumBhoWkZQGCJpwdwe7cM452,1,100,0,90
5m4xnumBhoWkZQGCJpwdwe7cM452,9,0,0,10
5m7sSRfurqVy4Jh2phIluMaCPTq1,0,0,0,0
5m7sSRfurqVy4Jh2phIluMaCPTq1,0,0,0,0
5m7sSRfurqVy4Jh2phIluMaCPTq1,0,0,0,0
5m7sSRfurqVy4Jh2phIluMaCPTq1,0,0,0,0
5m7sSRfurqVy4Jh2phIluMaCPTq1,0,0,0,0
5m7sSRfurqVy4Jh2phIluMaCPTq1,0,0,0,0
5m7sSRfurqVy4Jh2phIluMaCPTq1,0,0,0,0
60MVtldWmNcmPHkOA0WBYZD5fkH3,1,100,0,100
6IktuYggejgrofPlAxTQsV4LE7j1,15,0,5,27
6IktuYggejgrofPlAxTQsV4LE7j1,16,50,14,100
6IktuYggejgrofPlAxTQsV4LE7j1,7,50,0,64
6IktuYggejgrofPlAxTQsV4LE7j1,1,50,11,100
6IktuYggejgrofPlAxTQsV4LE7j1,27,0,3,27
6IktuYggejgrofPlAxTQsV4LE7j1,33,0,16,27
6IktuYggejgrofPlAxTQsV4LE7j1,11,0,10,28
6IktuYggejgrofPlAxTQsV4LE7j1,12,0,6,-1
6IktuYggejgrofPlAxTQsV4LE7j1,17,50,9,81
6IktuYggejgrofPlAxTQsV4LE7j1,10,0,15,28
6IktuYggejgrofPlAxTQsV4LE7j1,18,0,10,-1
6IktuYggejgrofPlAxTQsV4LE7j1,28,0,50,56
6IktuYggejgrofPlAxTQsV4LE7j1,13,0,50,58
6TNOjTk0Kzdm4VQaxF7JU47Rpko1,15,40,10,80
6TNOjTk0Kzdm4VQaxF7JU47Rpko1,33,40,80,50
6TNOjTk0Kzdm4VQaxF7JU47Rpko1,7,60,10,100
6TNOjTk0Kzdm4VQaxF7JU47Rpko1,1,90,10,90
6TNOjTk0Kzdm4VQaxF7JU47Rpko1,17,50,50,50
6XQn8AYcDKbYDxN8duuDfQy13Jt2,12,20,20,30
6XQn8AYcDKbYDxN8duuDfQy13Jt2,11,20,20,60
6XQn8AYcDKbYDxN8duuDfQy13Jt2,15,20,20,60
6XQn8AYcDKbYDxN8duuDfQy13Jt2,33,20,70,60
6XQn8AYcDKbYDxN8duuDfQy13Jt2,14,20,60,60
6XQn8AYcDKbYDxN8duuDfQy13Jt2,7,70,20,70
6XQn8AYcDKbYDxN8duuDfQy13Jt2,1,100,20,70
6XQn8AYcDKbYDxN8duuDfQy13Jt2,9,10,10,60
6XQn8AYcDKbYDxN8duuDfQy13Jt2,22,10,10,60
6ceuIjhHu5PsBoAhPsE6Y7LWajy2,7,100,0,100
6ceuIjhHu5PsBoAhPsE6Y7LWajy2,1,100,0,100
6ceuIjhHu5PsBoAhPsE6Y7LWajy2,35,100,0,100
78f6RRqIOAR8qYGm488WsdV1KTM2,33,-1,-1,-1
78f6RRqIOAR8qYGm488WsdV1KTM2,16,-1,-1,-1
78f6RRqIOAR8qYGm488WsdV1KTM2,7,-1,-1,-1
7Drf7jewiyRhW1m4cSquLEFXnO22,12,0,50,66
7Drf7jewiyRhW1m4cSquLEFXnO22,11,0,0,70
7Drf7jewiyRhW1m4cSquLEFXnO22,15,0,0,70
7Drf7jewiyRhW1m4cSquLEFXnO22,1,50,0,100
7Drf7jewiyRhW1m4cSquLEFXnO22,7,50,0,68
7RDQEuaii8YdPq2ttwu4gJFPPrI2,33,50,80,100
7RDQEuaii8YdPq2ttwu4gJFPPrI2,7,100,40,100
7RDQEuaii8YdPq2ttwu4gJFPPrI2,1,100,20,80
7RDQEuaii8YdPq2ttwu4gJFPPrI2,9,0,0,20
7Rn2BElwjBabvnzgNCHXbBdS6l23,10,0,0,30
7Rn2BElwjBabvnzgNCHXbBdS6l23,33,0,0,30
7Rn2BElwjBabvnzgNCHXbBdS6l23,1,70,20,80
7Rn2BElwjBabvnzgNCHXbBdS6l23,9,0,10,10
7m2UuFIuYTRpF0Ne618C4wIiG3W2,12,50,60,50
7m2UuFIuYTRpF0Ne618C4wIiG3W2,11,50,60,50
7m2UuFIuYTRpF0Ne618C4wIiG3W2,15,50,50,40
7m2UuFIuYTRpF0Ne618C4wIiG3W2,27,50,60,40
7m2UuFIuYTRpF0Ne618C4wIiG3W2,10,50,60,50
7m2UuFIuYTRpF0Ne618C4wIiG3W2,33,50,70,60
7m2UuFIuYTRpF0Ne618C4wIiG3W2,28,40,80,70
7m2UuFIuYTRpF0Ne618C4wIiG3W2,7,80,40,80
7m2UuFIuYTRpF0Ne618C4wIiG3W2,8,90,20,100
7m2UuFIuYTRpF0Ne618C4wIiG3W2,1,80,30,90
7m2UuFIuYTRpF0Ne618C4wIiG3W2,17,70,10,70
7y1Q339CkeXt45bVhpDOY9Vd23i2,1,90,10,80
889xsO0esVMhctuaDBXe0OJei8d2,1,50,0,75
889xsO0esVMhctuaDBXe0OJei8d2,9,0,0,0
88W2u6gwc6TquYQgBJxQZ8kj2CK2,1,70,20,90
8ANVpiy7j0Oa9UJTwJ5DTxxfAVc2,7,50,50,50
8ANVpiy7j0Oa9UJTwJ5DTxxfAVc2,16,70,70,50
8ANVpiy7j0Oa9UJTwJ5DTxxfAVc2,9,0,50,30
8ANVpiy7j0Oa9UJTwJ5DTxxfAVc2,22,0,50,30
8GbZZm786rUauyM10JiwVHjN7jE2,7,80,0,60
8GbZZm786rUauyM10JiwVHjN7jE2,1,80,0,80
8GbZZm786rUauyM10JiwVHjN7jE2,9,0,0,20
8iVDy3EGn6TmW30BgUsyY5JYpHF2,33,0,60,60
8iVDy3EGn6TmW30BgUsyY5JYpHF2,7,60,20,100
8iVDy3EGn6TmW30BgUsyY5JYpHF2,8,100,20,100
8iVDy3EGn6TmW30BgUsyY5JYpHF2,1,100,20,80
8iVDy3EGn6TmW30BgUsyY5JYpHF2,17,100,20,70
8kja4JcYLBQsgt4asrCiOpfJUKf1,12,0,0,0
8kja4JcYLBQsgt4asrCiOpfJUKf1,11,0,0,0
8kja4JcYLBQsgt4asrCiOpfJUKf1,15,0,0,0
8kja4JcYLBQsgt4asrCiOpfJUKf1,7,50,0,50
8kja4JcYLBQsgt4asrCiOpfJUKf1,36,0,40,70
8m2EawKpa6VNqh1gz24HDcJSnBp1,15,0,0,100
8m2EawKpa6VNqh1gz24HDcJSnBp1,33,0,0,100
9BEX37A3rSY595TcwViNki702k33,33,60,60,50
9BEX37A3rSY595TcwViNki702k33,28,60,90,50
9BEX37A3rSY595TcwViNki702k33,7,90,30,80
9BEX37A3rSY595TcwViNki702k33,1,90,30,80
9BEX37A3rSY595TcwViNki702k33,9,0,0,50
9BEX37A3rSY595TcwViNki702k33,22,0,30,50
9KAVUODpQwPjV8GDatTtwCEiYw43,16,100,10,80
9KAVUODpQwPjV8GDatTtwCEiYw43,9,30,80,50
9Ltc1oOBVoQuwRLGWlWQuNjeut63,16,50,81,86
9Ltc1oOBVoQuwRLGWlWQuNjeut63,7,50,70,77
9Z2xCuB8tzgAuL3AIrFhgwFZDdn1,12,0,70,70
9Z2xCuB8tzgAuL3AIrFhgwFZDdn1,11,0,70,70
9Z2xCuB8tzgAuL3AIrFhgwFZDdn1,15,0,70,70
9Z2xCuB8tzgAuL3AIrFhgwFZDdn1,28,0,90,80
9Z2xCuB8tzgAuL3AIrFhgwFZDdn1,7,100,20,80
9Z2xCuB8tzgAuL3AIrFhgwFZDdn1,1,100,0,70
9Z2xCuB8tzgAuL3AIrFhgwFZDdn1,9,0,10,50
9Z2xCuB8tzgAuL3AIrFhgwFZDdn1,22,0,30,50
9Z2xCuB8tzgAuL3AIrFhgwFZDdn1,25,0,0,50
9o8bei4lZSXe1jJAQR0Wu4dPToA3,1,100,0,100
9o8bei4lZSXe1jJAQR0Wu4dPToA3,35,80,0,100
9o8bei4lZSXe1jJAQR0Wu4dPToA3,9,0,0,0
9sjoMM7wJEWt2X4yfZkS03qQiHE3,12,40,50,60
9sjoMM7wJEWt2X4yfZkS03qQiHE3,11,40,50,60
9sjoMM7wJEWt2X4yfZkS03qQiHE3,15,40,50,50
9sjoMM7wJEWt2X4yfZkS03qQiHE3,33,40,90,60
9sjoMM7wJEWt2X4yfZkS03qQiHE3,8,100,0,100
9sjoMM7wJEWt2X4yfZkS03qQiHE3,1,100,0,90
9sjoMM7wJEWt2X4yfZkS03qQiHE3,25,10,0,50
9sjoMM7wJEWt2X4yfZkS03qQiHE3,36,0,40,50
9ungJSdON2XIe2QUDGYqKruURn02,7,70,0,80
9ungJSdON2XIe2QUDGYqKruURn02,1,100,0,100
9ungJSdON2XIe2QUDGYqKruURn02,35,100,0,70
9ungJSdON2XIe2QUDGYqKruURn02,9,0,0,0
9xnH3xX54wZYPoThlclAsNERNvN2,36,0,50,76
9xnH3xX54wZYPoThlclAsNERNvN2,15,0,50,87
9xnH3xX54wZYPoThlclAsNERNvN2,33,0,50,86
9xnH3xX54wZYPoThlclAsNERNvN2,1,50,50,50
9xnH3xX54wZYPoThlclAsNERNvN2,7,50,50,85
9xnH3xX54wZYPoThlclAsNERNvN2,25,0,50,50
9xnH3xX54wZYPoThlclAsNERNvN2,11,0,75,85
9xnH3xX54wZYPoThlclAsNERNvN2,17,50,50,50
AOcmMf90ZbNvL2BJpjiY9nCQRm23,33,10,80,60
AOcmMf90ZbNvL2BJpjiY9nCQRm23,7,60,60,80
AOcmMf90ZbNvL2BJpjiY9nCQRm23,1,90,10,80
AOcmMf90ZbNvL2BJpjiY9nCQRm23,16,70,10,80
AOcmMf90ZbNvL2BJpjiY9nCQRm23,25,10,0,20
AQbjgB5gSzW5KyjbHNN5Mpfc9RD2,9,0,0,0
AQbjgB5gSzW5KyjbHNN5Mpfc9RD2,15,0,50,80
AQbjgB5gSzW5KyjbHNN5Mpfc9RD2,1,50,0,100
AfjYqC9TkmZrOZcnb0Rc9SjyETP2,33,10,70,50
AfjYqC9TkmZrOZcnb0Rc9SjyETP2,1,90,10,90
AfjYqC9TkmZrOZcnb0Rc9SjyETP2,16,80,10,90
AfjYqC9TkmZrOZcnb0Rc9SjyETP2,17,90,10,90
AfjYqC9TkmZrOZcnb0Rc9SjyETP2,9,0,10,20
AfjYqC9TkmZrOZcnb0Rc9SjyETP2,22,0,50,50
AfjYqC9TkmZrOZcnb0Rc9SjyETP2,25,0,10,20
ApJQw58B4hSF2e7g4mLVdGu6bav2,10,0,20,50
ApJQw58B4hSF2e7g4mLVdGu6bav2,33,0,50,50
ApJQw58B4hSF2e7g4mLVdGu6bav2,7,50,50,50
ApJQw58B4hSF2e7g4mLVdGu6bav2,16,100,50,100
ApJQw58B4hSF2e7g4mLVdGu6bav2,25,0,0,30
Asn8yQZJPieP5YBMLDBWxuAb3KK2,7,70,10,100
Asn8yQZJPieP5YBMLDBWxuAb3KK2,16,100,20,100
Asn8yQZJPieP5YBMLDBWxuAb3KK2,9,0,0,50
AuuEwTShgsecLjBOqAXsFlMgt063,7,50,50,100
AuuEwTShgsecLjBOqAXsFlMgt063,33,0,100,50
AuuEwTShgsecLjBOqAXsFlMgt063,9,0,50,50
AuuEwTShgsecLjBOqAXsFlMgt063,10,0,100,50
AuuEwTShgsecLjBOqAXsFlMgt063,1,50,50,100
BBbzesLVVQcCPgwYtREt0d4VXpP2,1,100,0,100
BBbzesLVVQcCPgwYtREt0d4VXpP2,9,0,0,0
BJAkYsFdvaQFeSh2yv2HrccVltC2,1,100,0,90
BJAkYsFdvaQFeSh2yv2HrccVltC2,9,0,0,20
BJAkYsFdvaQFeSh2yv2HrccVltC2,22,0,0,50
BKYG6OeNSudT1ArShYMjojzt41t2,33,0,0,31
BQOZlNTWEZMMllMV1Z6Mcz2lgVM2,7,30,80,70
BQOZlNTWEZMMllMV1Z6Mcz2lgVM2,1,50,0,40
BQOZlNTWEZMMllMV1Z6Mcz2lgVM2,16,50,50,60
BQOZlNTWEZMMllMV1Z6Mcz2lgVM2,35,50,0,30
BQOZlNTWEZMMllMV1Z6Mcz2lgVM2,9,0,30,60
BWXFf52ta0fyBIXsXEStC3MUkwp2,33,0,50,70
BWXFf52ta0fyBIXsXEStC3MUkwp2,7,100,20,100
BhEy14AWD1M2ey86HYYIPscsibo1,10,0,70,50
BhEy14AWD1M2ey86HYYIPscsibo1,33,0,70,50
BhEy14AWD1M2ey86HYYIPscsibo1,1,100,0,100
C0sDtlzQE4Rjyb1Bcpn8AHWuVyE3,1,80,10,80
C0sDtlzQE4Rjyb1Bcpn8AHWuVyE3,16,70,20,80
C6tj2KYwpkYNaIS4WzMxmfV2my32,7,10,20,20
C6tj2KYwpkYNaIS4WzMxmfV2my32,16,90,50,50
C6tj2KYwpkYNaIS4WzMxmfV2my32,9,0,30,0
C6tj2KYwpkYNaIS4WzMxmfV2my32,20,0,20,20
CCo0zFeZlzPHQIwSGNYBQfR3Ipu1,16,100,0,80
CCo0zFeZlzPHQIwSGNYBQfR3Ipu1,9,0,10,50
CTIhYGIBXCVkoK2p8VOqGL4syiB2,15,50,50,50
CTIhYGIBXCVkoK2p8VOqGL4syiB2,33,50,50,50
CTIhYGIBXCVkoK2p8VOqGL4syiB2,7,50,50,50
CTIhYGIBXCVkoK2p8VOqGL4syiB2,1,50,50,50
CTIhYGIBXCVkoK2p8VOqGL4syiB2,17,90,50,50
CWWoORPnn1brx2KQNfalF3wQrNC2,11,20,0,40
CWWoORPnn1brx2KQNfalF3wQrNC2,33,20,30,50
CWWoORPnn1brx2KQNfalF3wQrNC2,7,60,0,80
CWWoORPnn1brx2KQNfalF3wQrNC2,1,70,0,90
CWWoORPnn1brx2KQNfalF3wQrNC2,16,80,0,80
CWWoORPnn1brx2KQNfalF3wQrNC2,9,0,0,80
ChzQS7X7cERJudQGHVbZkxdzI2i1,7,80,0,50
ChzQS7X7cERJudQGHVbZkxdzI2i1,1,100,0,30
ChzQS7X7cERJudQGHVbZkxdzI2i1,9,0,0,50
CojX5RoXYcTXqhvhTbT5kWi5ipy2,12,0,65,63
CojX5RoXYcTXqhvhTbT5kWi5ipy2,1,50,0,100
CojX5RoXYcTXqhvhTbT5kWi5ipy2,17,50,0,100
CojX5RoXYcTXqhvhTbT5kWi5ipy2,11,0,50,65
CojX5RoXYcTXqhvhTbT5kWi5ipy2,33,0,100,72
CojX5RoXYcTXqhvhTbT5kWi5ipy2,15,0,50,67
CojX5RoXYcTXqhvhTbT5kWi5ipy2,16,50,0,100
CojX5RoXYcTXqhvhTbT5kWi5ipy2,7,50,0,100
CojX5RoXYcTXqhvhTbT5kWi5ipy2,25,0,0,30
D2BXY2v0yGeIF3KNlRF7daj7yvD2,12,0,10,70
D2BXY2v0yGeIF3KNlRF7daj7yvD2,15,0,0,70
D2BXY2v0yGeIF3KNlRF7daj7yvD2,7,100,0,100
D2BXY2v0yGeIF3KNlRF7daj7yvD2,1,100,20,100
D2BXY2v0yGeIF3KNlRF7daj7yvD2,9,0,20,80
D7bsykoVmlRBrtvuVkU7bEz7hEI2,15,0,0,50
D7bsykoVmlRBrtvuVkU7bEz7hEI2,33,0,50,40
D7bsykoVmlRBrtvuVkU7bEz7hEI2,7,50,0,80
D7bsykoVmlRBrtvuVkU7bEz7hEI2,1,50,0,70
DGVmqOBoLtTBXvpjsWYM62wHVL73,12,0,10,30
DGVmqOBoLtTBXvpjsWYM62wHVL73,11,20,40,70
DGVmqOBoLtTBXvpjsWYM62wHVL73,10,40,70,80
DGVmqOBoLtTBXvpjsWYM62wHVL73,33,40,70,100
DGVmqOBoLtTBXvpjsWYM62wHVL73,7,70,30,70
DGVmqOBoLtTBXvpjsWYM62wHVL73,1,100,10,90
DGVmqOBoLtTBXvpjsWYM62wHVL73,17,100,10,90
DGVmqOBoLtTBXvpjsWYM62wHVL73,9,0,10,70
DSHpQ9Cec2Mv5g87WBdPukra7tk1,8,50,5,87
DSHpQ9Cec2Mv5g87WBdPukra7tk1,22,0,0,5
DSHpQ9Cec2Mv5g87WBdPukra7tk1,9,0,4,6
E5bxDPsvRuVkfOn2QKrPDbTRlBT2,33,0,30,80
E5bxDPsvRuVkfOn2QKrPDbTRlBT2,1,100,0,100
E5bxDPsvRuVkfOn2QKrPDbTRlBT2,9,0,0,30
E715gGhT8pejmv4hakCJRyz2oUw1,21,0,0,0
E715gGhT8pejmv4hakCJRyz2oUw1,18,0,15,100
E715gGhT8pejmv4hakCJRyz2oUw1,25,0,0,0
E715gGhT8pejmv4hakCJRyz2oUw1,8,50,0,100
E715gGhT8pejmv4hakCJRyz2oUw1,33,0,80,50
E715gGhT8pejmv4hakCJRyz2oUw1,16,50,80,100
E715gGhT8pejmv4hakCJRyz2oUw1,17,50,0,66
E715gGhT8pejmv4hakCJRyz2oUw1,7,50,10,100
E715gGhT8pejmv4hakCJRyz2oUw1,10,0,50,50
E715gGhT8pejmv4hakCJRyz2oUw1,1,50,50,100
EBIgNEp40pdzR19zGWfFOqpY2If1,16,100,50,90
EUdjxPyGUTYY4a89ZYJLVGAN6f12,12,50,50,50
EUdjxPyGUTYY4a89ZYJLVGAN6f12,11,50,50,70
EUdjxPyGUTYY4a89ZYJLVGAN6f12,33,50,70,80
EUdjxPyGUTYY4a89ZYJLVGAN6f12,7,100,50,90
EUdjxPyGUTYY4a89ZYJLVGAN6f12,1,100,50,90
EUdjxPyGUTYY4a89ZYJLVGAN6f12,9,0,50,20
EdymluwQMVS9j6W2khbRXesnNL93,1,50,10,100
EglKyYjaZdYgRKQhrsjKy2qrfYv1,7,70,30,60
EglKyYjaZdYgRKQhrsjKy2qrfYv1,1,90,30,90
EglKyYjaZdYgRKQhrsjKy2qrfYv1,9,0,10,20
