userid,motid,fit,prod,enjoy
eYn3vt8prbZodKWlKGArKySB7fJ3,33,50,50,50
eYn3vt8prbZodKWlKGArKySB7fJ3,28,50,50,50
eYn3vt8prbZodKWlKGArKySB7fJ3,7,50,50,50
eYn3vt8prbZodKWlKGArKySB7fJ3,8,50,50,50
eYn3vt8prbZodKWlKGArKySB7fJ3,16,50,50,50
eYn3vt8prbZodKWlKGArKySB7fJ3,18,50,50,50
ecu4N18763P2cKWa1h7imEPmnev1,1,0,0,0
ecu4N18763P2cKWa1h7imEPmnev1,7,50,0,84
ecu4N18763P2cKWa1h7imEPmnev1,16,0,0,0
ecu4N18763P2cKWa1h7imEPmnev1,22,0,25,25
ecu4N18763P2cKWa1h7imEPmnev1,9,0,0,48
ecu4N18763P2cKWa1h7imEPmnev1,25,0,0,59
ecu4N18763P2cKWa1h7imEPmnev1,27,0,80,86
ecu4N18763P2cKWa1h7imEPmnev1,33,0,88,87
ecu4N18763P2cKWa1h7imEPmnev1,36,0,21,27
ehMISz56pXbT1SXtaHauCJcEqGX2,9,0,24,95
ehMISz56pXbT1SXtaHauCJcEqGX2,7,50,20,86
ehMISz56pXbT1SXtaHauCJcEqGX2,22,0,27,100
ei203LuWOHYchjK3AuCoIysgMVH2,15,20,80,50
ei203LuWOHYchjK3AuCoIysgMVH2,7,100,80,100
ei203LuWOHYchjK3AuCoIysgMVH2,9,10,50,100
ei203LuWOHYchjK3AuCoIysgMVH2,22,10,70,50
eqUmMGWnBUcpfWy3MXOQVR6AyFn2,15,30,50,50
eqUmMGWnBUcpfWy3MXOQVR6AyFn2,10,30,70,70
eqUmMGWnBUcpfWy3MXOQVR6AyFn2,33,20,80,80
eqUmMGWnBUcpfWy3MXOQVR6AyFn2,7,80,40,90
eqUmMGWnBUcpfWy3MXOQVR6AyFn2,1,80,30,60
eqUmMGWnBUcpfWy3MXOQVR6AyFn2,17,80,30,80
eqUmMGWnBUcpfWy3MXOQVR6AyFn2,9,30,40,100
eqUmMGWnBUcpfWy3MXOQVR6AyFn2,22,30,70,70
ewSS2Nvn1ZRZUdmaq1yKDEtMQQB2,15,20,20,20
ewSS2Nvn1ZRZUdmaq1yKDEtMQQB2,33,10,10,10
ewSS2Nvn1ZRZUdmaq1yKDEtMQQB2,28,10,60,30
ewSS2Nvn1ZRZUdmaq1yKDEtMQQB2,7,90,20,60
ewSS2Nvn1ZRZUdmaq1yKDEtMQQB2,17,100,10,70
ewSS2Nvn1ZRZUdmaq1yKDEtMQQB2,18,100,0,60
ewSS2Nvn1ZRZUdmaq1yKDEtMQQB2,9,30,10,100
ewSS2Nvn1ZRZUdmaq1yKDEtMQQB2,22,30,50,80
ewSS2Nvn1ZRZUdmaq1yKDEtMQQB2,21,50,10,90
ewSS2Nvn1ZRZUdmaq1yKDEtMQQB2,20,80,10,100
eyFaZuHnZWhTm5OmiiNoNR4CZXL2,0,0,0,0
eyFaZuHnZWhTm5OmiiNoNR4CZXL2,0,0,0,0
eyFaZuHnZWhTm5OmiiNoNR4CZXL2,0,0,0,0
eyFaZuHnZWhTm5OmiiNoNR4CZXL2,0,0,0,0
eyFaZuHnZWhTm5OmiiNoNR4CZXL2,0,0,0,0
eyFaZuHnZWhTm5OmiiNoNR4CZXL2,0,0,0,0
eyFaZuHnZWhTm5OmiiNoNR4CZXL2,0,0,0,0
eyFaZuHnZWhTm5OmiiNoNR4CZXL2,0,0,0,0
eyFaZuHnZWhTm5OmiiNoNR4CZXL2,0,0,0,0
eyFaZuHnZWhTm5OmiiNoNR4CZXL2,0,0,0,0
f8HgDM9IS6dFnNzEImsNKjTq6RF2,7,50,50,100
f8HgDM9IS6dFnNzEImsNKjTq6RF2,22,0,50,100
f8HgDM9IS6dFnNzEImsNKjTq6RF2,1,50,50,100
f8HgDM9IS6dFnNzEImsNKjTq6RF2,17,50,50,100
f8HgDM9IS6dFnNzEImsNKjTq6RF2,15,0,100,100
f8HgDM9IS6dFnNzEImsNKjTq6RF2,9,0,100,100
f8HgDM9IS6dFnNzEImsNKjTq6RF2,27,0,100,100
fNrI2V2QrqTfjpJJk43zw6exutI3,15,50,20,50
fNrI2V2QrqTfjpJJk43zw6exutI3,10,50,20,50
fNrI2V2QrqTfjpJJk43zw6exutI3,33,50,70,50
fNrI2V2QrqTfjpJJk43zw6exutI3,28,50,70,50
fNrI2V2QrqTfjpJJk43zw6exutI3,7,50,100,50
fNrI2V2QrqTfjpJJk43zw6exutI3,22,50,60,50
fUsQp0UE1pVHSu0UGjzSquRBwNN2,15,20,50,100
fUsQp0UE1pVHSu0UGjzSquRBwNN2,7,100,50,100
fUsQp0UE1pVHSu0UGjzSquRBwNN2,9,0,50,100
fVVRvoPTWxaksTy1zY69Sg8lbEz1,11,-1,-1,-1
fVVRvoPTWxaksTy1zY69Sg8lbEz1,10,0,50,50
fVVRvoPTWxaksTy1zY69Sg8lbEz1,27,0,50,50
fVVRvoPTWxaksTy1zY69Sg8lbEz1,33,0,50,50
fVVRvoPTWxaksTy1zY69Sg8lbEz1,7,-1,-1,-1
fVVRvoPTWxaksTy1zY69Sg8lbEz1,22,0,50,50
fVVRvoPTWxaksTy1zY69Sg8lbEz1,1,50,50,50
fVVRvoPTWxaksTy1zY69Sg8lbEz1,15,0,50,50
fVVRvoPTWxaksTy1zY69Sg8lbEz1,9,0,50,50
feq9QyoNN6Vtd0MAOCFUQ6iiVpx2,15,50,50,50
feq9QyoNN6Vtd0MAOCFUQ6iiVpx2,10,50,50,50
feq9QyoNN6Vtd0MAOCFUQ6iiVpx2,7,90,50,50
feq9QyoNN6Vtd0MAOCFUQ6iiVpx2,9,50,50,50
fvPXGE7jCshG7471NcMCnScRTK12,8,50,50,50
fvPXGE7jCshG7471NcMCnScRTK12,30,0,50,50
fvPXGE7jCshG7471NcMCnScRTK12,9,0,50,50
fvPXGE7jCshG7471NcMCnScRTK12,33,0,50,50
fvPXGE7jCshG7471NcMCnScRTK12,27,0,50,50
fvPXGE7jCshG7471NcMCnScRTK12,11,0,50,50
fvPXGE7jCshG7471NcMCnScRTK12,7,50,50,50
fvPXGE7jCshG7471NcMCnScRTK12,22,0,-1,50
fvPXGE7jCshG7471NcMCnScRTK12,1,-1,-1,-1
fvPXGE7jCshG7471NcMCnScRTK12,17,50,50,50
fvPXGE7jCshG7471NcMCnScRTK12,15,0,50,50
fxgYzmtnqxQnCsCsTjqlFlSBx622,15,20,60,50
fxgYzmtnqxQnCsCsTjqlFlSBx622,33,0,100,70
fxgYzmtnqxQnCsCsTjqlFlSBx622,7,100,50,100
fxgYzmtnqxQnCsCsTjqlFlSBx622,9,90,60,100
fxgYzmtnqxQnCsCsTjqlFlSBx622,22,50,80,50
fxgYzmtnqxQnCsCsTjqlFlSBx622,25,90,60,50
gJv4aS3kE8Zt3bwAVBhmefUwzUS2,11,20,0,50
gJv4aS3kE8Zt3bwAVBhmefUwzUS2,15,20,10,50
gJv4aS3kE8Zt3bwAVBhmefUwzUS2,33,0,0,50
gJv4aS3kE8Zt3bwAVBhmefUwzUS2,14,0,10,50
gJv4aS3kE8Zt3bwAVBhmefUwzUS2,7,50,10,50
gJv4aS3kE8Zt3bwAVBhmefUwzUS2,22,0,10,50
gJv4aS3kE8Zt3bwAVBhmefUwzUS2,23,0,10,50
gKoYvPKpdkPsrKWOlwP0t6eD2AC2,15,0,70,60
gKoYvPKpdkPsrKWOlwP0t6eD2AC2,10,0,90,70
gKoYvPKpdkPsrKWOlwP0t6eD2AC2,7,70,30,60
gKoYvPKpdkPsrKWOlwP0t6eD2AC2,1,50,0,50
gKoYvPKpdkPsrKWOlwP0t6eD2AC2,17,50,0,50
gKoYvPKpdkPsrKWOlwP0t6eD2AC2,9,0,0,80
gKoYvPKpdkPsrKWOlwP0t6eD2AC2,22,0,60,80
gOmHlRH5KDMKKv5i1764YRQpJEp1,15,0,100,0
gOmHlRH5KDMKKv5i1764YRQpJEp1,33,0,80,0
gOmHlRH5KDMKKv5i1764YRQpJEp1,14,0,20,100
gOmHlRH5KDMKKv5i1764YRQpJEp1,7,100,100,100
gOmHlRH5KDMKKv5i1764YRQpJEp1,8,100,0,0
gOmHlRH5KDMKKv5i1764YRQpJEp1,31,100,10,100
gOmHlRH5KDMKKv5i1764YRQpJEp1,9,0,0,10
gOmHlRH5KDMKKv5i1764YRQpJEp1,22,0,100,100
gZg13Vf66Ub8r7No4zlz4RfSWAO2,15,50,50,50
gZg13Vf66Ub8r7No4zlz4RfSWAO2,33,50,50,50
gZg13Vf66Ub8r7No4zlz4RfSWAO2,7,50,50,50
gfXnz7VN4Fgk3Fkln3hhS0GT2yr1,11,50,50,50
gfXnz7VN4Fgk3Fkln3hhS0GT2yr1,15,50,50,50
gfXnz7VN4Fgk3Fkln3hhS0GT2yr1,27,50,50,50
gfXnz7VN4Fgk3Fkln3hhS0GT2yr1,28,50,50,50
gfXnz7VN4Fgk3Fkln3hhS0GT2yr1,7,100,50,100
gfXnz7VN4Fgk3Fkln3hhS0GT2yr1,31,100,50,100
gfXnz7VN4Fgk3Fkln3hhS0GT2yr1,9,50,50,100
gix4JNnK4LXYBcdFZsIiRv3HiTJ2,15,50,70,70
gix4JNnK4LXYBcdFZsIiRv3HiTJ2,27,50,50,80
gix4JNnK4LXYBcdFZsIiRv3HiTJ2,33,50,50,80
gix4JNnK4LXYBcdFZsIiRv3HiTJ2,7,50,50,70
gix4JNnK4LXYBcdFZsIiRv3HiTJ2,1,50,50,50
gix4JNnK4LXYBcdFZsIiRv3HiTJ2,17,50,50,50
gix4JNnK4LXYBcdFZsIiRv3HiTJ2,9,50,50,50
gix4JNnK4LXYBcdFZsIiRv3HiTJ2,22,50,50,50
grQId2pbHUO5ZlBOYsjbnyq8qoV2,15,30,70,30
grQId2pbHUO5ZlBOYsjbnyq8qoV2,33,20,80,80
grQId2pbHUO5ZlBOYsjbnyq8qoV2,28,20,90,100
grQId2pbHUO5ZlBOYsjbnyq8qoV2,7,70,70,40
grQId2pbHUO5ZlBOYsjbnyq8qoV2,17,90,30,70
grQId2pbHUO5ZlBOYsjbnyq8qoV2,9,20,0,80
grQId2pbHUO5ZlBOYsjbnyq8qoV2,22,20,80,70
hTt07UuM2VS9b9qyKLutb8VG5BA2,0,0,0,0
hTt07UuM2VS9b9qyKLutb8VG5BA2,0,0,0,0
hTt07UuM2VS9b9qyKLutb8VG5BA2,0,0,0,0
hTt07UuM2VS9b9qyKLutb8VG5BA2,0,0,0,0
hTt07UuM2VS9b9qyKLutb8VG5BA2,0,0,0,0
hUo6OfjaDJTh6Mvacw8arOl62nI2,9,0,0,100
hUo6OfjaDJTh6Mvacw8arOl62nI2,11,0,85,65
hUo6OfjaDJTh6Mvacw8arOl62nI2,15,0,84,50
hUo6OfjaDJTh6Mvacw8arOl62nI2,24,0,63,50
hUo6OfjaDJTh6Mvacw8arOl62nI2,22,0,0,57
hXzTT3enK8dgty5lHQDEONbrRpF2,22,0,100,100
hXzTT3enK8dgty5lHQDEONbrRpF2,7,50,100,100
hXzTT3enK8dgty5lHQDEONbrRpF2,10,0,100,100
hXzTT3enK8dgty5lHQDEONbrRpF2,17,50,100,100
hXzTT3enK8dgty5lHQDEONbrRpF2,8,50,100,50
hXzTT3enK8dgty5lHQDEONbrRpF2,9,0,100,100
hXzTT3enK8dgty5lHQDEONbrRpF2,11,0,100,100
hXzTT3enK8dgty5lHQDEONbrRpF2,15,0,100,100
hXzTT3enK8dgty5lHQDEONbrRpF2,1,50,100,100
i2c0BuizrjYLNCKMg7JVEu9zSP92,15,0,0,50
i2c0BuizrjYLNCKMg7JVEu9zSP92,33,0,50,100
i2c0BuizrjYLNCKMg7JVEu9zSP92,7,100,50,100
i2c0BuizrjYLNCKMg7JVEu9zSP92,1,100,0,100
i2c0BuizrjYLNCKMg7JVEu9zSP92,23,0,0,50
i4Lw6udGCTOo9iI3aJtg7UInBea2,15,60,60,70
i4Lw6udGCTOo9iI3aJtg7UInBea2,7,80,70,50
i4Lw6udGCTOo9iI3aJtg7UInBea2,17,80,40,70
i4Lw6udGCTOo9iI3aJtg7UInBea2,9,30,20,40
i4Lw6udGCTOo9iI3aJtg7UInBea2,23,60,60,50
i5uNlD3x4FUUIYQNsC2BgZv0vVA3,15,20,30,40
i5uNlD3x4FUUIYQNsC2BgZv0vVA3,27,20,30,60
i5uNlD3x4FUUIYQNsC2BgZv0vVA3,33,20,40,50
i5uNlD3x4FUUIYQNsC2BgZv0vVA3,28,20,60,70
i5uNlD3x4FUUIYQNsC2BgZv0vVA3,7,70,30,50
i5uNlD3x4FUUIYQNsC2BgZv0vVA3,1,80,20,50
i5uNlD3x4FUUIYQNsC2BgZv0vVA3,17,80,20,50
i5uNlD3x4FUUIYQNsC2BgZv0vVA3,9,20,30,40
i5uNlD3x4FUUIYQNsC2BgZv0vVA3,22,20,60,70
i5uNlD3x4FUUIYQNsC2BgZv0vVA3,23,20,0,20
iAHkyGKXqpU4JYheJMkc1uAEBTZ2,22,0,60,100
iAHkyGKXqpU4JYheJMkc1uAEBTZ2,33,0,100,50
iAHkyGKXqpU4JYheJMkc1uAEBTZ2,9,0,0,100
iAHkyGKXqpU4JYheJMkc1uAEBTZ2,7,50,70,100
iAHkyGKXqpU4JYheJMkc1uAEBTZ2,15,0,65,50
iAHkyGKXqpU4JYheJMkc1uAEBTZ2,1,50,10,100
iHgx9iLeRtfP7d47oeUkm9DU4Bo2,15,0,0,0
iHgx9iLeRtfP7d47oeUkm9DU4Bo2,33,0,0,0
iHgx9iLeRtfP7d47oeUkm9DU4Bo2,7,100,0,100
iHgx9iLeRtfP7d47oeUkm9DU4Bo2,8,100,0,100
iHgx9iLeRtfP7d47oeUkm9DU4Bo2,1,100,0,100
iHgx9iLeRtfP7d47oeUkm9DU4Bo2,17,100,0,100
iHgx9iLeRtfP7d47oeUkm9DU4Bo2,9,0,0,50
iJPDaXXgtxSujevXK4LaqBteNLb2,28,50,50,50
iJPDaXXgtxSujevXK4LaqBteNLb2,7,50,50,50
iJPDaXXgtxSujevXK4LaqBteNLb2,9,50,50,50
iJPDaXXgtxSujevXK4LaqBteNLb2,22,50,50,50
iKcVJuijPXb39jrkVdXYl2HcyTo2,1,50,3,3
iKcVJuijPXb39jrkVdXYl2HcyTo2,17,50,3,3
iKcVJuijPXb39jrkVdXYl2HcyTo2,15,0,100,80
iKcVJuijPXb39jrkVdXYl2HcyTo2,7,50,50,100
iKcVJuijPXb39jrkVdXYl2HcyTo2,8,50,3,100
iKcVJuijPXb39jrkVdXYl2HcyTo2,27,0,100,60
iKcVJuijPXb39jrkVdXYl2HcyTo2,28,0,6,67
iKcVJuijPXb39jrkVdXYl2HcyTo2,9,0,12,100
iKcVJuijPXb39jrkVdXYl2HcyTo2,33,0,100,65
iKcVJuijPXb39jrkVdXYl2HcyTo2,31,0,0,0
iM3LL1xvL8Y8Wv3MkWM8lq5ENPc2,9,0,50,50
iM3LL1xvL8Y8Wv3MkWM8lq5ENPc2,7,50,50,50
iM3LL1xvL8Y8Wv3MkWM8lq5ENPc2,27,0,50,50
iM3LL1xvL8Y8Wv3MkWM8lq5ENPc2,22,0,50,50
iM3LL1xvL8Y8Wv3MkWM8lq5ENPc2,33,0,50,50
iM3LL1xvL8Y8Wv3MkWM8lq5ENPc2,15,0,50,50
iNywi52BgYTSIfuZEZ9Eo2SE8t02,28,0,80,100
iNywi52BgYTSIfuZEZ9Eo2SE8t02,10,0,20,50
iNywi52BgYTSIfuZEZ9Eo2SE8t02,33,0,80,100
iNywi52BgYTSIfuZEZ9Eo2SE8t02,7,50,20,80
iNywi52BgYTSIfuZEZ9Eo2SE8t02,15,0,20,50
iNywi52BgYTSIfuZEZ9Eo2SE8t02,22,0,20,65
iO6njzKZSnMd1wBf87dR2fwzach2,17,50,74,100
iO6njzKZSnMd1wBf87dR2fwzach2,20,0,71,100
iO6njzKZSnMd1wBf87dR2fwzach2,11,0,100,100
iO6njzKZSnMd1wBf87dR2fwzach2,15,0,100,100
iO6njzKZSnMd1wBf87dR2fwzach2,7,50,76,100
iO6njzKZSnMd1wBf87dR2fwzach2,9,0,78,100
iO6njzKZSnMd1wBf87dR2fwzach2,1,50,69,100
iO6njzKZSnMd1wBf87dR2fwzach2,22,0,100,100
iO6njzKZSnMd1wBf87dR2fwzach2,33,0,100,100
iO6njzKZSnMd1wBf87dR2fwzach2,27,0,100,100
iOJ4v31uaoYadNrqkaWRgaeNVuc2,15,30,10,20
iOJ4v31uaoYadNrqkaWRgaeNVuc2,33,30,70,80
iOJ4v31uaoYadNrqkaWRgaeNVuc2,7,100,50,90
iOJ4v31uaoYadNrqkaWRgaeNVuc2,8,100,50,90
iOJ4v31uaoYadNrqkaWRgaeNVuc2,1,90,50,70
iOJ4v31uaoYadNrqkaWRgaeNVuc2,22,50,60,70
iVVjJB5mkmcfAhFOluykq7Ngb1I2,11,50,0,70
iVVjJB5mkmcfAhFOluykq7Ngb1I2,15,50,50,60
iVVjJB5mkmcfAhFOluykq7Ngb1I2,27,50,50,70
iVVjJB5mkmcfAhFOluykq7Ngb1I2,10,50,50,50
iVVjJB5mkmcfAhFOluykq7Ngb1I2,33,50,30,50
iVVjJB5mkmcfAhFOluykq7Ngb1I2,7,50,50,70
iVVjJB5mkmcfAhFOluykq7Ngb1I2,9,50,20,50
iVVjJB5mkmcfAhFOluykq7Ngb1I2,22,50,30,50
iZtecGU3oHVEHhxdsehX3TuyGw92,11,50,50,50
iZtecGU3oHVEHhxdsehX3TuyGw92,15,0,0,10
iZtecGU3oHVEHhxdsehX3TuyGw92,10,50,50,50
iZtecGU3oHVEHhxdsehX3TuyGw92,33,50,50,50
iZtecGU3oHVEHhxdsehX3TuyGw92,28,0,0,10
iZtecGU3oHVEHhxdsehX3TuyGw92,7,100,0,0
iZtecGU3oHVEHhxdsehX3TuyGw92,17,100,20,0
iZtecGU3oHVEHhxdsehX3TuyGw92,9,50,20,0
iZtecGU3oHVEHhxdsehX3TuyGw92,22,80,20,0
iakUC16P7mOdzHKp1xKWgocVn952,15,0,80,70
iakUC16P7mOdzHKp1xKWgocVn952,33,0,80,70
iakUC16P7mOdzHKp1xKWgocVn952,7,70,70,100
iakUC16P7mOdzHKp1xKWgocVn952,22,10,30,100
igPQR72YvtVJCSIhRayJHvYPCXy2,7,50,50,50
igPQR72YvtVJCSIhRayJHvYPCXy2,1,50,50,50
igPQR72YvtVJCSIhRayJHvYPCXy2,9,50,50,50
igPQR72YvtVJCSIhRayJHvYPCXy2,22,50,50,50
ikAwYAp44ZcJ39JqHc8wMAeFGz73,15,70,50,20
ikAwYAp44ZcJ39JqHc8wMAeFGz73,33,40,70,20
ikAwYAp44ZcJ39JqHc8wMAeFGz73,28,30,80,20
ikAwYAp44ZcJ39JqHc8wMAeFGz73,7,80,30,80
ikAwYAp44ZcJ39JqHc8wMAeFGz73,8,100,10,60
ikAwYAp44ZcJ39JqHc8wMAeFGz73,1,100,30,80
ikAwYAp44ZcJ39JqHc8wMAeFGz73,9,40,10,80
iy3HsQHqrAYbfIUGNhbPOwBq6ml2,15,40,30,40
iy3HsQHqrAYbfIUGNhbPOwBq6ml2,27,30,30,30
iy3HsQHqrAYbfIUGNhbPOwBq6ml2,33,30,70,30
iy3HsQHqrAYbfIUGNhbPOwBq6ml2,28,30,70,30
iy3HsQHqrAYbfIUGNhbPOwBq6ml2,7,80,50,70
iy3HsQHqrAYbfIUGNhbPOwBq6ml2,9,80,50,100
iy3HsQHqrAYbfIUGNhbPOwBq6ml2,22,60,60,100
j4rWKzM6MiRcv7dcCxMLN6rVtLn2,33,0,86,50
j4rWKzM6MiRcv7dcCxMLN6rVtLn2,15,0,20,50
jRfPDZO7sRbrpSKIPrYNMMjzT7y2,27,0,80,40
jRfPDZO7sRbrpSKIPrYNMMjzT7y2,33,20,100,90
jRfPDZO7sRbrpSKIPrYNMMjzT7y2,7,60,50,80
jRfPDZO7sRbrpSKIPrYNMMjzT7y2,8,100,30,70
jRfPDZO7sRbrpSKIPrYNMMjzT7y2,1,80,30,70
jRfPDZO7sRbrpSKIPrYNMMjzT7y2,17,90,30,70
jRfPDZO7sRbrpSKIPrYNMMjzT7y2,9,10,30,100
jiRZ9uFyRhUlVr9gWpDQc42pHO12,15,20,90,50
jiRZ9uFyRhUlVr9gWpDQc42pHO12,7,100,50,50
jiRZ9uFyRhUlVr9gWpDQc42pHO12,9,0,80,50
jmHllydXqNePLAn4pSmNo7YPM0M2,8,50,0,100
jmHllydXqNePLAn4pSmNo7YPM0M2,7,50,0,100
jmHllydXqNePLAn4pSmNo7YPM0M2,22,0,68,72
jmHllydXqNePLAn4pSmNo7YPM0M2,15,0,70,28
jmHllydXqNePLAn4pSmNo7YPM0M2,9,0,0,100
jp4bav5kW2TNR890MuiUoOGxsyS2,7,100,50,100
jp4bav5kW2TNR890MuiUoOGxsyS2,9,30,50,100
jxUVBJ9jFORGluRAcll3ZZeGzKg2,15,30,10,100
jxUVBJ9jFORGluRAcll3ZZeGzKg2,27,30,10,100
jxUVBJ9jFORGluRAcll3ZZeGzKg2,33,30,20,100
jxUVBJ9jFORGluRAcll3ZZeGzKg2,30,30,10,100
jxUVBJ9jFORGluRAcll3ZZeGzKg2,7,90,0,100
jxUVBJ9jFORGluRAcll3ZZeGzKg2,1,90,0,100
jxUVBJ9jFORGluRAcll3ZZeGzKg2,9,100,0,100
jxUVBJ9jFORGluRAcll3ZZeGzKg2,22,70,0,100
jxUVBJ9jFORGluRAcll3ZZeGzKg2,20,30,0,100
k1jzofD09uOFHSrroqYhy0sg50J2,15,50,50,50
k1jzofD09uOFHSrroqYhy0sg50J2,7,50,50,50
k1jzofD09uOFHSrroqYhy0sg50J2,9,50,50,50
k1jzofD09uOFHSrroqYhy0sg50J2,22,50,50,50
k8iOqrEC5YVrWIxG3pYTTxXJiJF3,15,0,20,0
k8iOqrEC5YVrWIxG3pYTTxXJiJF3,27,0,20,20
k8iOqrEC5YVrWIxG3pYTTxXJiJF3,33,0,50,10
k8iOqrEC5YVrWIxG3pYTTxXJiJF3,28,0,50,30
k8iOqrEC5YVrWIxG3pYTTxXJiJF3,7,50,0,80
k8iOqrEC5YVrWIxG3pYTTxXJiJF3,1,70,0,80
k8iOqrEC5YVrWIxG3pYTTxXJiJF3,17,70,0,80
k8iOqrEC5YVrWIxG3pYTTxXJiJF3,9,0,0,80
kENPRn6KqpQJwwKV0Xl4ph4B1on2,15,40,70,0
kENPRn6KqpQJwwKV0Xl4ph4B1on2,33,70,70,80
kENPRn6KqpQJwwKV0Xl4ph4B1on2,7,100,40,90
kENPRn6KqpQJwwKV0Xl4ph4B1on2,8,100,60,90
kENPRn6KqpQJwwKV0Xl4ph4B1on2,18,70,40,100
kENPRn6KqpQJwwKV0Xl4ph4B1on2,9,30,60,100
kENPRn6KqpQJwwKV0Xl4ph4B1on2,22,30,90,80
kENPRn6KqpQJwwKV0Xl4ph4B1on2,23,10,70,80
kENPRn6KqpQJwwKV0Xl4ph4B1on2,36,10,80,80
kMqNSbqIgkQwXw2mkLts4AKQJw22,7,50,50,72
kMqNSbqIgkQwXw2mkLts4AKQJw22,11,0,50,83
kMqNSbqIgkQwXw2mkLts4AKQJw22,9,0,50,50
kMqNSbqIgkQwXw2mkLts4AKQJw22,15,0,50,32
kS5oCqJathWf4pM4iz68L7zIYgo2,7,50,50,50
kS5oCqJathWf4pM4iz68L7zIYgo2,33,0,60,65
kS5oCqJathWf4pM4iz68L7zIYgo2,9,0,75,100
kS5oCqJathWf4pM4iz68L7zIYgo2,22,0,75,100
kS5oCqJathWf4pM4iz68L7zIYgo2,28,0,50,50
kS5oCqJathWf4pM4iz68L7zIYgo2,15,0,60,70
kS5oCqJathWf4pM4iz68L7zIYgo2,1,50,50,50
kXkwmoOVb8WY28HT5AoXy7TQV3k1,7,50,50,50
kXkwmoOVb8WY28HT5AoXy7TQV3k1,9,0,50,50
kXkwmoOVb8WY28HT5AoXy7TQV3k1,22,0,50,50
kXkwmoOVb8WY28HT5AoXy7TQV3k1,8,50,50,50
kXkwmoOVb8WY28HT5AoXy7TQV3k1,17,50,50,50
kXkwmoOVb8WY28HT5AoXy7TQV3k1,1,50,50,50
kXkwmoOVb8WY28HT5AoXy7TQV3k1,15,0,50,50
kuQSUudZCPVrcDbDyjkOD18jgqE2,33,0,73,62
kuQSUudZCPVrcDbDyjkOD18jgqE2,15,0,50,0
kuQSUudZCPVrcDbDyjkOD18jgqE2,7,50,100,100
kuQSUudZCPVrcDbDyjkOD18jgqE2,17,50,100,100
kuQSUudZCPVrcDbDyjkOD18jgqE2,27,0,67,28
kuQSUudZCPVrcDbDyjkOD18jgqE2,1,50,100,100
kuQSUudZCPVrcDbDyjkOD18jgqE2,22,0,0,53
kzjLWTTJiXV030MCiksEtDOHf843,11,20,50,80
kzjLWTTJiXV030MCiksEtDOHf843,15,20,80,80
kzjLWTTJiXV030MCiksEtDOHf843,27,20,20,90
kzjLWTTJiXV030MCiksEtDOHf843,10,20,20,90
kzjLWTTJiXV030MCiksEtDOHf843,33,20,70,80
kzjLWTTJiXV030MCiksEtDOHf843,28,20,80,90
kzjLWTTJiXV030MCiksEtDOHf843,7,80,80,70
kzjLWTTJiXV030MCiksEtDOHf843,1,100,20,100
kzjLWTTJiXV030MCiksEtDOHf843,9,20,30,100
kzjLWTTJiXV030MCiksEtDOHf843,22,20,80,100
kzjLWTTJiXV030MCiksEtDOHf843,23,20,70,80
l8VkENr2u4TqxjsClUnCKQATUHU2,11,30,60,80
l8VkENr2u4TqxjsClUnCKQATUHU2,15,50,60,60
l8VkENr2u4TqxjsClUnCKQATUHU2,33,30,90,80
l8VkENr2u4TqxjsClUnCKQATUHU2,14,50,70,100
l8VkENr2u4TqxjsClUnCKQATUHU2,7,100,80,70
l8VkENr2u4TqxjsClUnCKQATUHU2,1,100,30,100
l8VkENr2u4TqxjsClUnCKQATUHU2,17,100,30,100
l8VkENr2u4TqxjsClUnCKQATUHU2,9,60,40,100
l8VkENr2u4TqxjsClUnCKQATUHU2,22,20,80,100
l8VkENr2u4TqxjsClUnCKQATUHU2,23,20,50,80
lAwK0c98iTZgYNkZzzCK0iCfqvt1,15,0,80,50
lAwK0c98iTZgYNkZzzCK0iCfqvt1,27,0,80,50
lAwK0c98iTZgYNkZzzCK0iCfqvt1,33,0,90,100
lAwK0c98iTZgYNkZzzCK0iCfqvt1,7,70,50,100
lAwK0c98iTZgYNkZzzCK0iCfqvt1,8,100,50,100
lAwK0c98iTZgYNkZzzCK0iCfqvt1,1,100,50,100
lAwK0c98iTZgYNkZzzCK0iCfqvt1,17,100,50,100
lAwK0c98iTZgYNkZzzCK0iCfqvt1,9,0,50,90
lAwK0c98iTZgYNkZzzCK0iCfqvt1,22,0,60,100
lFnXeJS2Yve88RrtXQhJFKLqmrH2,15,20,70,70
lFnXeJS2Yve88RrtXQhJFKLqmrH2,33,30,70,90
lFnXeJS2Yve88RrtXQhJFKLqmrH2,7,90,50,70
lFnXeJS2Yve88RrtXQhJFKLqmrH2,1,90,50,70
lFnXeJS2Yve88RrtXQhJFKLqmrH2,17,90,50,70
lFnXeJS2Yve88RrtXQhJFKLqmrH2,9,30,50,100
lFnXeJS2Yve88RrtXQhJFKLqmrH2,22,30,70,80
lFnXeJS2Yve88RrtXQhJFKLqmrH2,23,30,50,50
lFnXeJS2Yve88RrtXQhJFKLqmrH2,20,60,50,50
lPQNjQ15ILeSLNZiW7tdyTxBFYg1,15,20,90,90
lPQNjQ15ILeSLNZiW7tdyTxBFYg1,7,70,10,90
lPQNjQ15ILeSLNZiW7tdyTxBFYg1,1,80,10,90
lPQNjQ15ILeSLNZiW7tdyTxBFYg1,17,80,10,90
lPQNjQ15ILeSLNZiW7tdyTxBFYg1,22,20,70,90
