tripid,purpose
#33:11938,Leisure_Hobby
#33:11938,Personal_Tasks_Errands
#32:12187,Work
#32:11981,Home
#32:11981,Work
#32:11981,Everyday_Shopping
#32:11981,Pick_Up_Drop_Off
#30:12179,Work
#30:12179,Pick_Up_Drop_Off
#33:12041,Work
#33:12054,Work
#33:12054,Pick_Up_Drop_Off
#33:12054,Home
#33:11968,Work
#30:12086,Work
#31:12118,Work
#33:11993,Work
#30:12072,Business_Trip
#30:12098,Business_Trip
#31:12139,Pick_Up_Drop_Off
#31:12139,Work
#32:12009,Business_Trip
#31:12387,Home
#32:12299,Work
#32:12299,Business_Trip
#33:12053,Pick_Up_Drop_Off
#33:12053,Work
#31:12040,Other
#33:11953,Work
#30:12083,Work
#32:12001,Personal_Tasks_Errands
#32:12001,Business_Trip
#33:11961,Work
#31:12290,Leisure_Hobby
#31:12701,Personal_Tasks_Errands
#32:12645,Personal_Tasks_Errands
#33:12539,Pick_Up_Drop_Off
#32:11997,Work
#33:11964,Leisure_Hobby
#33:12178,Work
#31:12765,Work
#30:12366,Work
#32:12021,Work
#33:12013,Work
#32:12011,Work
#32:12011,Work
#31:12946,Work
#32:12055,Work
#33:12520,Work
#31:12138,Pick_Up_Drop_Off
#30:12327,Work
#31:12589,Personal_Tasks_Errands
#31:12589,Other
#32:12536,Personal_Tasks_Errands
#32:12536,Other
#33:12052,Work
#33:12052,Business_Trip
#32:12271,Home
#33:12138,Home
#30:12664,Work
#33:12026,Work
#33:12092,Everyday_Shopping
#30:12126,Work
#30:12126,Work
#32:12061,Work
#32:12045,Everyday_Shopping
#33:12000,Work
#33:12087,Work
#31:12172,Everyday_Shopping
#30:12235,Business_Trip
#31:12116,Home
#30:12195,Personal_Tasks_Errands
#31:12092,Work
#32:13044,Work
#31:12592,Personal_Tasks_Errands
#31:12592,Other
#31:12137,Pick_Up_Drop_Off
#30:13959,Everyday_Shopping
#30:13959,Work
#31:12117,Leisure_Hobby
#31:12117,Work
#31:13125,Home
#32:12545,Pick_Up_Drop_Off
#32:12545,Home
#30:12176,Pick_Up_Drop_Off
#31:12588,Leisure_Hobby
#31:12588,Everyday_Shopping
#31:12588,Other
#31:12588,Personal_Tasks_Errands
#31:12136,Home
#31:12136,Pick_Up_Drop_Off
#33:12016,Everyday_Shopping
#32:12047,Leisure_Hobby
#31:12135,Leisure_Hobby
#31:12135,Personal_Tasks_Errands
#32:12079,Pick_Up_Drop_Off
#32:12171,Work
#30:12174,Home
#30:12174,Pick_Up_Drop_Off
#33:12500,Personal_Tasks_Errands
#33:12500,Other
#33:12506,Personal_Tasks_Errands
#33:12506,Other
#32:12108,Work
#31:12119,Business_Trip
#31:12119,Work
#32:12127,Leisure_Hobby
#32:12074,Work
#30:12445,Personal_Tasks_Errands
#31:12156,Personal_Tasks_Errands
#31:12437,Work
#31:12279,Other
#31:12279,Leisure_Hobby
#32:12110,Personal_Tasks_Errands
#31:16813,Pick_Up_Drop_Off
#33:12071,Pick_Up_Drop_Off
#33:12071,Personal_Tasks_Errands
#33:12071,Leisure_Hobby
#33:12071,Work
#32:12139,Business_Trip
#33:12205,Leisure_Hobby
#30:12183,Business_Trip
#33:12046,Everyday_Shopping
#32:12272,Work
#32:12077,Other
#32:12113,Home
#32:12113,Work
#32:12113,Pick_Up_Drop_Off
#33:12047,Everyday_Shopping
#30:12180,Leisure_Hobby
#30:12180,Pick_Up_Drop_Off
#32:12112,Leisure_Hobby
#31:12153,Leisure_Hobby
#31:12153,Everyday_Shopping
#32:12275,Leisure_Hobby
#33:12085,Leisure_Hobby
#30:12267,Pick_Up_Drop_Off
#31:12190,Home
#31:12190,Work
#31:12190,Leisure_Hobby
#31:12150,Home
#31:12150,Pick_Up_Drop_Off
#30:13958,Home
#31:12149,Work
#31:12149,Home
#30:12188,Business_Trip
#32:12348,Leisure_Hobby
#32:12100,Personal_Tasks_Errands
#31:12223,Home
#31:12266,Home
#31:12266,Everyday_Shopping
#31:12266,Pick_Up_Drop_Off
#31:12266,Leisure_Hobby
#30:12229,Everyday_Shopping
#30:12229,Home
#31:12212,Business_Trip
#31:12168,Work
#31:12173,Leisure_Hobby
#32:12210,Home
#30:12251,Business_Trip
#30:12251,Work
#30:12251,Work
#33:12123,Business_Trip
#33:12123,Personal_Tasks_Errands
#33:12123,Home
#30:12214,Leisure_Hobby
#33:12216,Leisure_Hobby
#33:12086,Home
#30:12394,Pick_Up_Drop_Off
#30:12213,Work
#31:12232,Everyday_Shopping
#31:12232,Leisure_Hobby
#31:12232,Personal_Tasks_Errands
#33:12099,Leisure_Hobby
#33:12103,Home
#33:12095,Other
#33:12095,Personal_Tasks_Errands
#32:12890,Leisure_Hobby
#31:12214,Leisure_Hobby
#31:12214,Other
#33:12096,Work
#32:12135,Leisure_Hobby
#33:12121,Personal_Tasks_Errands
#32:12154,Leisure_Hobby
#32:12154,Personal_Tasks_Errands
#30:12258,Leisure_Hobby
#30:12258,Personal_Tasks_Errands
#33:12211,Personal_Tasks_Errands
#30:12254,Pick_Up_Drop_Off
#30:12254,Leisure_Hobby
#31:12228,Leisure_Hobby
#32:12155,Personal_Tasks_Errands
#30:12260,Other
#33:12264,Everyday_Shopping
#32:12232,Home
#30:12328,Home
#31:12289,Home
#32:12172,Everyday_Shopping
#30:12291,Leisure_Hobby
#31:12444,Leisure_Hobby
#32:12233,Home
#31:12301,Leisure_Hobby
#30:12303,Leisure_Hobby
#30:12308,Home
#30:12290,Leisure_Hobby
#31:12280,Leisure_Hobby
#31:12280,Other
#31:12280,Other
#33:12861,Leisure_Hobby
#32:12240,Personal_Tasks_Errands
#32:12244,Leisure_Hobby
#32:12572,Leisure_Hobby
#32:12250,Personal_Tasks_Errands
#31:12331,Leisure_Hobby
#31:12994,Other
#31:12994,Personal_Tasks_Errands
#33:12248,Leisure_Hobby
#32:12298,Work
#32:12410,Work
#31:12456,Work
#33:12238,Business_Trip
#33:12498,Personal_Tasks_Errands
#33:12498,Other
#32:12381,Pick_Up_Drop_Off
#30:13032,Work
#32:12267,Work
#32:12517,Everyday_Shopping
#32:12517,Work
#32:12346,Work
#31:12346,Work
#31:12329,Work
#31:12326,Other
#30:12365,Personal_Tasks_Errands
#30:12365,Pick_Up_Drop_Off
#30:12365,Other
#31:13918,Work
#31:12354,Work
#32:12295,Work
#32:12347,Work
#32:12341,Business_Trip
#30:12388,Business_Trip
#31:12496,Leisure_Hobby
#32:12296,Personal_Tasks_Errands
#30:12465,Work
#30:12465,Business_Trip
#31:12360,Work
#31:12400,Work
#31:12383,Other
#30:12986,Work
#30:12395,Business_Trip
#33:12302,Work
#33:12290,Work
#30:12407,Leisure_Hobby
#33:12306,Leisure_Hobby
#33:12315,Work
#32:14807,Personal_Tasks_Errands
#31:12993,Other
#31:12993,Personal_Tasks_Errands
#32:12355,Leisure_Hobby
#30:12440,Work
#32:12415,Work
#32:12333,Business_Trip
#33:12299,Work
#31:12384,Work
#32:12340,Work
#30:12669,Leisure_Hobby
#30:12669,Other
#30:12541,Work
#30:12541,Work
#31:12439,Personal_Tasks_Errands
#33:12352,Work
#33:12313,Work
#32:12535,Personal_Tasks_Errands
#32:12535,Other
#32:12535,Pick_Up_Drop_Off
#32:14806,Personal_Tasks_Errands
#31:12529,Work
#32:12418,Work
#30:12477,Everyday_Shopping
#31:12424,Work
#31:12848,Work
#33:12332,Leisure_Hobby
#30:12481,Work
#30:12481,Personal_Tasks_Errands
#32:12397,Everyday_Shopping
#32:12390,Leisure_Hobby
#30:12642,Pick_Up_Drop_Off
#32:12379,Other
#31:12828,Home
#31:12828,Pick_Up_Drop_Off
#31:12828,Work
#32:12375,Personal_Tasks_Errands
#32:12375,Pick_Up_Drop_Off
#33:12341,Home
#33:13831,Everyday_Shopping
#31:12442,Work
#31:12442,Personal_Tasks_Errands
#32:12388,Work
#30:12528,Work
#31:12704,Personal_Tasks_Errands
#30:12491,Leisure_Hobby
#31:13759,Other
#31:13759,Leisure_Hobby
#32:12548,Other
#31:12727,Home
#31:12727,Pick_Up_Drop_Off
#31:12727,Work
#32:12398,Everyday_Shopping
#32:12386,Work
#32:12386,Everyday_Shopping
#32:12386,Personal_Tasks_Errands
#30:12668,Other
#32:12441,Work
#33:12431,Work
#32:12473,Work
#33:12915,Pick_Up_Drop_Off
#33:12915,Personal_Tasks_Errands
#31:12574,Personal_Tasks_Errands
#32:12394,Work
#31:12491,Work
#30:13200,Other
#33:12444,Work
#33:12369,Home
#33:12387,Personal_Tasks_Errands
#30:12622,Leisure_Hobby
#30:12622,Personal_Tasks_Errands
#30:12622,Other
#32:12460,Work
#31:12468,Pick_Up_Drop_Off
#32:12549,Work
#32:12549,Pick_Up_Drop_Off
#31:12746,Everyday_Shopping
#31:12493,Leisure_Hobby
#31:12493,Home
#30:12535,Everyday_Shopping
#30:12535,Home
#33:12610,Work
#31:12502,Pick_Up_Drop_Off
#31:12502,Personal_Tasks_Errands
#31:12502,Business_Trip
#31:12502,Home
#31:12502,Other
#33:12390,Home
#33:12390,Other
#31:12469,Everyday_Shopping
#31:12469,Leisure_Hobby
#33:12405,Leisure_Hobby
#33:12493,Other
#33:12395,Home
#33:12440,Everyday_Shopping
#33:12440,Leisure_Hobby
#33:12440,Personal_Tasks_Errands
#33:12404,Personal_Tasks_Errands
#32:12518,Personal_Tasks_Errands
#32:12514,Pick_Up_Drop_Off
#31:13917,Leisure_Hobby
#31:14863,Personal_Tasks_Errands
#31:12500,Everyday_Shopping
#32:12690,Leisure_Hobby
#30:12886,Leisure_Hobby
#32:12442,Leisure_Hobby
#31:12555,Leisure_Hobby
#33:12402,Leisure_Hobby
#30:12529,Leisure_Hobby
#30:12667,Leisure_Hobby
#30:12667,Other
#31:12516,Home
#30:13729,Everyday_Shopping
#30:13729,Business_Trip
#30:13729,Home
#30:13729,Personal_Tasks_Errands
#30:12580,Business_Trip
#30:12580,Pick_Up_Drop_Off
#30:12580,Personal_Tasks_Errands
#30:12580,Home
#33:12432,Pick_Up_Drop_Off
#30:13201,Business_Trip
#33:12557,Leisure_Hobby
#31:12540,Home
#30:14902,Personal_Tasks_Errands
#31:12686,Leisure_Hobby
#32:12524,Leisure_Hobby
#32:12524,Other
#31:13162,Work
#31:12576,Home
#33:13077,Everyday_Shopping
#33:13077,Personal_Tasks_Errands
#30:12653,Leisure_Hobby
#30:12653,Everyday_Shopping
#32:12502,Leisure_Hobby
#32:13859,Leisure_Hobby
#33:12470,Leisure_Hobby
#33:12454,Leisure_Hobby
#33:12622,Leisure_Hobby
#32:12483,Home
#31:13188,Personal_Tasks_Errands
#30:12810,Other
#32:12586,Home
#31:12719,Leisure_Hobby
#33:12897,Leisure_Hobby
#33:12660,Leisure_Hobby
#30:12745,Home
#33:12473,Leisure_Hobby
#31:12569,Leisure_Hobby
#32:12515,Other
#32:12515,Other
#32:12570,Leisure_Hobby
#33:12526,Work
#30:13955,Leisure_Hobby
#32:13858,Home
#30:13982,Leisure_Hobby
#31:12898,Work
#32:14024,Leisure_Hobby
#32:12639,Everyday_Shopping
#32:12639,Personal_Tasks_Errands
#31:12745,Leisure_Hobby
#31:12696,Everyday_Shopping
#33:12724,Pick_Up_Drop_Off
#33:12583,Everyday_Shopping
#33:12617,Leisure_Hobby
#30:12951,Leisure_Hobby
#30:12951,Other
#30:12744,Leisure_Hobby
#33:12625,Pick_Up_Drop_Off
#33:12625,Leisure_Hobby
#32:12637,Leisure_Hobby
#30:12784,Leisure_Hobby
#32:14805,Personal_Tasks_Errands
#31:12720,Personal_Tasks_Errands
#30:13022,Leisure_Hobby
#30:12736,Personal_Tasks_Errands
#30:12742,Leisure_Hobby
#31:12767,Personal_Tasks_Errands
#31:12767,Pick_Up_Drop_Off
#30:12942,Everyday_Shopping
#32:12729,Leisure_Hobby
#32:12646,Leisure_Hobby
#30:12760,Everyday_Shopping
#30:12743,Leisure_Hobby
#31:12738,Leisure_Hobby
#32:12750,Pick_Up_Drop_Off
#32:14812,Leisure_Hobby
#30:12939,Leisure_Hobby
#33:12966,Leisure_Hobby
#32:12961,Everyday_Shopping
#32:12665,Everyday_Shopping
#32:12709,Leisure_Hobby
#32:12709,Leisure_Hobby
#31:13088,Everyday_Shopping
#33:12682,Everyday_Shopping
#31:12947,Leisure_Hobby
#31:12947,Other
#32:12784,Leisure_Hobby
#33:12681,Leisure_Hobby
#30:12775,Leisure_Hobby
#32:12844,Leisure_Hobby
#30:12968,Leisure_Hobby
#30:12968,Personal_Tasks_Errands
#30:12968,Everyday_Shopping
#33:12680,Leisure_Hobby
#32:12891,Leisure_Hobby
#30:13050,Leisure_Hobby
#32:12997,Leisure_Hobby
#30:12778,Home
#30:12778,Leisure_Hobby
#30:12776,Home
#33:12739,Personal_Tasks_Errands
#30:12811,Leisure_Hobby
#30:12811,Leisure_Hobby
#31:12768,Leisure_Hobby
#33:12668,Leisure_Hobby
#31:12759,Pick_Up_Drop_Off
#32:12710,Leisure_Hobby
#31:12928,Personal_Tasks_Errands
#31:12928,Leisure_Hobby
#31:12928,Everyday_Shopping
#30:12790,Leisure_Hobby
#30:12792,Everyday_Shopping
#33:12965,Leisure_Hobby
#32:13137,Leisure_Hobby
#32:13137,Everyday_Shopping
#30:12828,Everyday_Shopping
#33:12691,Leisure_Hobby
#31:12840,Leisure_Hobby
#31:13130,Leisure_Hobby
#33:12762,Leisure_Hobby
#33:12700,Leisure_Hobby
#33:12683,Pick_Up_Drop_Off
#33:12907,Other
#33:12907,Personal_Tasks_Errands
#32:12707,Leisure_Hobby
#30:13800,Leisure_Hobby
#32:12712,Other
#33:12862,Leisure_Hobby
#31:12854,Leisure_Hobby
#30:14901,Personal_Tasks_Errands
#31:12778,Home
#33:12686,Leisure_Hobby
#33:12858,Everyday_Shopping
#31:12899,Leisure_Hobby
#31:13131,Leisure_Hobby
#32:12888,Everyday_Shopping
#33:12764,Leisure_Hobby
#33:14774,Personal_Tasks_Errands
#33:12705,Everyday_Shopping
#32:12732,Leisure_Hobby
#32:12723,Home
#30:13031,Personal_Tasks_Errands
#31:12996,Other
#31:12996,Pick_Up_Drop_Off
#31:12996,Personal_Tasks_Errands
#33:12833,Leisure_Hobby
#30:12987,Leisure_Hobby
#31:12948,Leisure_Hobby
#31:12939,Leisure_Hobby
#31:12939,Other
#30:12938,Leisure_Hobby
#30:12865,Leisure_Hobby
#31:12844,Other
#33:13045,Leisure_Hobby
#30:13095,Leisure_Hobby
#32:12892,Leisure_Hobby
#32:12799,Leisure_Hobby
#33:12852,Home
#32:13243,Other
#30:13020,Work
#30:12958,Leisure_Hobby
#32:13824,Work
#32:13824,Home
#30:13884,Leisure_Hobby
#33:13002,Leisure_Hobby
#30:12992,Leisure_Hobby
#32:14753,Leisure_Hobby
#32:14753,Leisure_Hobby
#32:13704,Leisure_Hobby
#33:12985,Leisure_Hobby
#31:13023,Leisure_Hobby
#31:14810,Leisure_Hobby
#31:13122,Leisure_Hobby
#32:13387,Leisure_Hobby
#32:13387,Leisure_Hobby
#31:12950,Leisure_Hobby
#32:12904,Leisure_Hobby
#32:12900,Leisure_Hobby
#30:13087,Leisure_Hobby
#30:13087,Other
#30:13087,Personal_Tasks_Errands
#32:13057,Leisure_Hobby
#33:13028,Leisure_Hobby
#33:13028,Pick_Up_Drop_Off
#31:13057,Leisure_Hobby
#33:12867,Leisure_Hobby
#31:14434,Pick_Up_Drop_Off
#33:13037,Leisure_Hobby
#33:12948,Personal_Tasks_Errands
#31:12980,Leisure_Hobby
#30:13153,Personal_Tasks_Errands
#31:13113,Personal_Tasks_Errands
#31:13210,Pick_Up_Drop_Off
#31:13114,Everyday_Shopping
#31:13844,Leisure_Hobby
#30:13152,Everyday_Shopping
#32:13058,Home
#32:13058,Pick_Up_Drop_Off
#32:12916,Leisure_Hobby
#33:13213,Other
#31:13558,Leisure_Hobby
#31:13558,Other
#33:13027,Home
#32:13056,Other
#33:12896,Everyday_Shopping
#33:13029,Leisure_Hobby
#33:13029,Other
#33:12946,Leisure_Hobby
#30:13125,Everyday_Shopping
#30:13125,Everyday_Shopping
#33:12910,Everyday_Shopping
#31:12981,Home
#31:12981,Work
#32:12955,Leisure_Hobby
#33:13003,Leisure_Hobby
#32:12956,Leisure_Hobby
#33:12909,Leisure_Hobby
#31:14861,Personal_Tasks_Errands
#30:13154,Other
#30:13154,Leisure_Hobby
#31:13112,Other
#32:12938,Other
#30:13111,Leisure_Hobby
#33:13038,Leisure_Hobby
#33:13038,Other
#32:15344,Leisure_Hobby
#31:12988,Leisure_Hobby
#33:12973,Leisure_Hobby
#33:12973,Other
#31:13444,Leisure_Hobby
#31:13069,Leisure_Hobby
#31:13069,Other
#31:13069,Other
#30:13073,Personal_Tasks_Errands
#33:12947,Leisure_Hobby
#31:13128,Leisure_Hobby
#32:12981,Leisure_Hobby
#30:14900,Personal_Tasks_Errands
#31:13233,Everyday_Shopping
#30:13163,Leisure_Hobby
#31:13027,Home
#32:13033,Leisure_Hobby
#30:13072,Home
#30:13071,Home
#31:13123,Leisure_Hobby
#33:12980,Leisure_Hobby
#31:13075,Leisure_Hobby
#31:13059,Personal_Tasks_Errands
#33:13004,Leisure_Hobby
#31:13068,Home
#33:13125,Home
#33:13125,Leisure_Hobby
#31:13129,Business_Trip
#30:13183,Work
#32:13099,Work
#32:13073,Business_Trip
#33:13828,Work
#30:13364,Everyday_Shopping
#33:13336,Work
#30:13186,Work
#32:13500,Business_Trip
#32:13500,Work
#30:13281,Work
#32:13512,Other
#32:13512,Personal_Tasks_Errands
#33:13080,Business_Trip
#31:13158,Personal_Tasks_Errands
#30:13339,Home
#33:14722,Work
#33:13078,Business_Trip
#31:14860,Personal_Tasks_Errands
#32:14752,Work
#31:13328,Work
#33:13483,Other
#30:13235,Business_Trip
#31:13185,Work
#32:13140,Personal_Tasks_Errands
#32:13132,Business_Trip
#31:13194,Business_Trip
#32:13124,Personal_Tasks_Errands
#31:13327,Work
#30:14899,Personal_Tasks_Errands
#32:13856,Everyday_Shopping
#32:13365,Work
#33:13147,Work
#30:13630,Leisure_Hobby
#30:13323,Work
#30:13609,Other
#30:13609,Personal_Tasks_Errands
#33:13139,Business_Trip
#33:13283,Home
#33:13283,Work
#33:15035,Pick_Up_Drop_Off
#31:13422,Work
#30:13365,Personal_Tasks_Errands
#30:13244,Home
#30:13244,Other
#31:13570,Other
#31:13570,Personal_Tasks_Errands
#30:13631,Leisure_Hobby
#30:13461,Work
#30:14036,Leisure_Hobby
#30:14036,Personal_Tasks_Errands
#32:13194,Everyday_Shopping
#31:13243,Business_Trip
#32:13307,Pick_Up_Drop_Off
#32:13242,Work
#32:13242,Home
#32:13259,Business_Trip
#31:15123,Personal_Tasks_Errands
#32:13265,Home
#32:14802,Personal_Tasks_Errands
#30:13348,Everyday_Shopping
#31:13257,Leisure_Hobby
#30:13952,Home
#32:13535,Leisure_Hobby
#32:13535,Other
#32:15062,Business_Trip
#33:14771,Personal_Tasks_Errands
#31:14809,Work
#32:13302,Business_Trip
#32:13302,Personal_Tasks_Errands
#32:13195,Business_Trip
#32:13195,Work
#33:13206,Work
#32:13513,Personal_Tasks_Errands
#32:13513,Other
#33:13211,Business_Trip
#33:13211,Personal_Tasks_Errands
#33:13471,Home
#33:13471,Everyday_Shopping
#33:13273,Work
#31:13313,Leisure_Hobby
#31:13638,Work
#32:13303,Business_Trip
#32:13483,Leisure_Hobby
#32:13483,Home
#30:13446,Work
#33:13558,Work
#33:13558,Work
#30:14848,Leisure_Hobby
#31:14574,Home
#31:14574,Business_Trip
#31:14574,Home
#31:14574,Business_Trip
#31:14574,Business_Trip
#32:13349,Personal_Tasks_Errands
#31:13593,Leisure_Hobby
#31:13360,Work
#31:13360,Personal_Tasks_Errands
#33:13454,Home
#33:13230,Business_Trip
#31:13322,Leisure_Hobby
#33:13422,Everyday_Shopping
#33:15036,Work
#30:13633,Leisure_Hobby
#32:13306,Personal_Tasks_Errands
#33:13922,Personal_Tasks_Errands
#30:13580,Work
#32:13239,Home
#30:13686,Business_Trip
#33:14492,Home
#32:13855,Work
#33:13559,Work
#33:13671,Work
#33:13300,Work
#30:13499,Business_Trip
#33:13323,Business_Trip
#33:13323,Work
#33:13323,Pick_Up_Drop_Off
#33:13335,Work
#30:13597,Work
#31:13371,Work
#31:13371,Business_Trip
#31:13601,Work
#32:13420,Work
#31:13382,Work
#30:13558,Business_Trip
#32:13350,Work
#31:13403,Work
#31:14859,Personal_Tasks_Errands
#33:13486,Other
#33:13486,Personal_Tasks_Errands
#32:13501,Leisure_Hobby
#33:13440,Leisure_Hobby
#31:14858,Personal_Tasks_Errands
#31:13572,Other
#31:13572,Personal_Tasks_Errands
#33:13391,Work
#31:13462,Everyday_Shopping
#31:13462,Home
#32:13496,Work
#31:13463,Home
#31:13463,Everyday_Shopping
#31:13463,Pick_Up_Drop_Off
#31:13463,Personal_Tasks_Errands
#30:13611,Personal_Tasks_Errands
#30:13611,Other
#31:13894,Work
#31:13470,Business_Trip
#30:13549,Leisure_Hobby
#30:13596,Work
#31:13527,Leisure_Hobby
#32:13537,Leisure_Hobby
#32:13514,Other
#32:13514,Personal_Tasks_Errands
#33:13934,Pick_Up_Drop_Off
#30:13556,Leisure_Hobby
#32:13538,Leisure_Hobby
#32:13538,Other
#32:13452,Work
#33:13444,Home
#33:13565,Pick_Up_Drop_Off
#31:13645,Work
#32:13672,Work
#32:14801,Personal_Tasks_Errands
#31:13987,Home
#31:14066,Leisure_Hobby
#32:15067,Personal_Tasks_Errands
#32:14008,Leisure_Hobby
#33:13472,Other
#33:13472,Leisure_Hobby
#30:14493,Work
#30:14493,Home
#30:13579,Home
#30:13727,Leisure_Hobby
#33:13648,Personal_Tasks_Errands
#31:13735,Personal_Tasks_Errands
#31:13600,Leisure_Hobby
#31:13736,Personal_Tasks_Errands
#33:13650,Home
#31:13552,Home
#30:15164,Leisure_Hobby
#30:15164,Personal_Tasks_Errands
#33:13808,Leisure_Hobby
#32:14800,Personal_Tasks_Errands
#33:13516,Leisure_Hobby
#33:13516,Other
#32:13499,Leisure_Hobby
#30:13705,Home
#30:13705,Everyday_Shopping
#30:13705,Business_Trip
#30:13773,Pick_Up_Drop_Off
#33:13737,Home
#33:13737,Other
#33:13549,Leisure_Hobby
#31:14244,Pick_Up_Drop_Off
#31:14244,Everyday_Shopping
#31:14244,Leisure_Hobby
#31:14244,Personal_Tasks_Errands
#31:14244,Home
#31:13648,Leisure_Hobby
#30:13863,Home
#30:13617,Business_Trip
#30:13617,Work
#33:13545,Leisure_Hobby
#31:13652,Business_Trip
#31:13652,Pick_Up_Drop_Off
#31:13652,Personal_Tasks_Errands
#33:13599,Leisure_Hobby
#33:13599,Everyday_Shopping
#31:13654,Pick_Up_Drop_Off
#32:13588,Other
#30:13675,Leisure_Hobby
#32:13590,Business_Trip
#32:13622,Leisure_Hobby
#32:13622,Leisure_Hobby
#32:13586,Home
#31:13734,Pick_Up_Drop_Off
#31:13998,Home
#30:15666,Other
#31:14241,Pick_Up_Drop_Off
#31:14241,Personal_Tasks_Errands
#31:14241,Other
#31:14241,Leisure_Hobby
#31:14241,Business_Trip
#31:14241,Home
#31:14241,Everyday_Shopping
#31:14241,Work
#31:14241,Work
#31:13840,Home
#31:13840,Everyday_Shopping
#31:14002,Leisure_Hobby
#31:14002,Other
#32:13719,Work
#32:13682,Business_Trip
#31:13737,Work
#31:13737,Business_Trip
#32:13678,Pick_Up_Drop_Off
#32:13700,Work
#30:13774,Personal_Tasks_Errands
#33:13649,Work
#33:13920,Work
#32:13677,Pick_Up_Drop_Off
#32:13677,Work
#32:13683,Work
#32:13929,Work
#32:13820,Business_Trip
#31:13835,Personal_Tasks_Errands
#33:13901,Business_Trip
#33:13901,Work
#33:14770,Personal_Tasks_Errands
#30:13838,Leisure_Hobby
#30:13838,Pick_Up_Drop_Off
#30:13838,Personal_Tasks_Errands
#30:13838,Everyday_Shopping
#30:13838,Home
#33:13736,Work
#31:13836,Personal_Tasks_Errands
#30:14687,Other
#30:14687,Personal_Tasks_Errands
#30:14687,Pick_Up_Drop_Off
#31:14514,Leisure_Hobby
#33:14769,Personal_Tasks_Errands
#30:15107,Work
#33:13750,Personal_Tasks_Errands
#32:13756,Personal_Tasks_Errands
#33:13896,Everyday_Shopping
#30:13866,Leisure_Hobby
#33:13915,Other
#33:13915,Leisure_Hobby
#33:13829,Other
#30:15451,Leisure_Hobby
#32:14183,Home
#32:14183,Everyday_Shopping
#32:14183,Pick_Up_Drop_Off
#32:14183,Personal_Tasks_Errands
#32:14183,Leisure_Hobby
#33:13810,Work
#33:13810,Leisure_Hobby
#31:14012,Personal_Tasks_Errands
#32:15417,Leisure_Hobby
#33:13897,Other
#30:13876,Everyday_Shopping
#30:13876,Personal_Tasks_Errands
#32:13772,Leisure_Hobby
#32:13955,Personal_Tasks_Errands
#31:15474,Leisure_Hobby
#32:13784,Personal_Tasks_Errands
#33:13759,Home
#30:14548,Leisure_Hobby
#30:13936,Leisure_Hobby
#30:13936,Work
#31:14779,Other
#31:13858,Work
#31:14093,Leisure_Hobby
#33:13978,Leisure_Hobby
#31:13924,Leisure_Hobby
#33:13881,Other
#31:13999,Leisure_Hobby
#33:13926,Home
#32:13868,Personal_Tasks_Errands
#30:14070,Other
#33:14721,Leisure_Hobby
#33:14721,Other
#31:16492,Other
#31:16492,Personal_Tasks_Errands
#30:13941,Leisure_Hobby
#31:13916,Home
#31:13916,Everyday_Shopping
#31:13983,Other
#30:15161,Home
#32:14799,Personal_Tasks_Errands
#31:13892,Leisure_Hobby
#33:13900,Business_Trip
#33:13900,Other
#31:13928,Home
#31:14000,Leisure_Hobby
#31:14000,Personal_Tasks_Errands
#31:14000,Everyday_Shopping
#30:13968,Everyday_Shopping
#31:13926,Home
#32:13928,Leisure_Hobby
#32:13944,Other
#32:13944,Leisure_Hobby
#30:13962,Home
#30:13962,Business_Trip
#32:14115,Leisure_Hobby
#31:14065,Leisure_Hobby
#33:13852,Leisure_Hobby
#32:14315,Leisure_Hobby
#33:14008,Leisure_Hobby
#32:13974,Home
#32:14030,Home
#33:13880,Other
#30:14014,Leisure_Hobby
#32:13931,Business_Trip
#32:13931,Work
#30:14026,Pick_Up_Drop_Off
#30:14026,Personal_Tasks_Errands
#33:14560,Personal_Tasks_Errands
#33:14560,Other
#33:14560,Pick_Up_Drop_Off
#33:13894,Leisure_Hobby
#31:14017,Leisure_Hobby
#32:14078,Other
#33:14032,Leisure_Hobby
#32:13969,Home
#32:13939,Other
#32:13939,Leisure_Hobby
#31:14023,Other
#32:13951,Home
#32:14751,Leisure_Hobby
#31:14123,Business_Trip
#31:14139,Work
#33:13995,Business_Trip
#30:14122,Work
#30:14392,Work
#32:14026,Work
#33:14001,Work
#31:14085,Work
#31:14085,Business_Trip
#31:14086,Work
#31:14121,Work
#31:14088,Work
#31:14138,Business_Trip
#30:14128,Business_Trip
#31:14122,Work
#31:14808,Leisure_Hobby
#33:14201,Business_Trip
#30:14896,Personal_Tasks_Errands
#33:14061,Work
#31:14156,Work
#32:14065,Leisure_Hobby
#32:14065,Other
#30:15515,Leisure_Hobby
#33:14053,Personal_Tasks_Errands
#31:14778,Leisure_Hobby
#33:14155,Pick_Up_Drop_Off
#33:14155,Leisure_Hobby
#33:14155,Personal_Tasks_Errands
#33:14155,Home
#33:14155,Everyday_Shopping
#33:14155,Other
#33:14578,Pick_Up_Drop_Off
#32:14083,Business_Trip
#32:14590,Personal_Tasks_Errands
#32:14590,Other
#32:14590,Pick_Up_Drop_Off
#31:17081,Other
#30:14689,Personal_Tasks_Errands
#30:14689,Other
#30:14689,Pick_Up_Drop_Off
#33:14692,Leisure_Hobby
#31:14171,Personal_Tasks_Errands
#32:14188,Other
#32:14188,Leisure_Hobby
#30:14191,Work
#30:14737,Work
