userid,fit,prod,enjoy
bjzautfpjEhjaHtzE9xoQHk1T4c2,35,0,90
bzPMH6WeTabjkF9KmGVKwJLXt572,20,15,75
cFJGAMr8iahd6MlEuO09d64mhCS2,6,20,80
cJhTfSMsAmdSPtpUs6Mly1VwgMW2,0,0,62
cJq4NkWbH4VsYbThhSiekRGQgYY2,65,80,100
cVOseooFD9PPBlwyozDWiUNQ7K03,50,23,72
cXUSelH5SHSGgkEr4EJh7q3WuHh1,68,50,16
cZR703nQCcbv1buy02lDtTRO17D3,74,70,89
cjhMOmcUDiSf9bPTBKTQSBe6QRO2,20,31,41
cp8EgYe1PbXnYeyWY0qc43nSJaJ3,50,50,50
csIiHvJfVEMezuRwQDHepN57o2t1,20,14,69
dCZ9w3ZgU1SyuFLsxH6QBMuk20m1,100,0,0
dHp2iSeQKTMH3PHCGdKeAS23hnM2,57,28,89
e6czfDQhy7bvgbcxez9Y33kUS323,35,45,87
eKvh7QJ0FkYtZ7cWJUCXKWYgVO53,50,50,50
ehov3rBx7VaxrjQVn1s4cGZReDL2,30,50,70
eoqsryjqoSeh4OdO3KOp3NHc3882,40,60,20
ermxnwi3m9ZT187ydGnnzTujwxI3,50,18,100
ertuC6bL3lbKyTaXu4V6lhaqwk73,80,77,100
fWwxk68khGbMZqJ6rT217o1kfcu1,50,50,50
ffsqfzlaBiSfAJi4A67iLggDXMi1,100,100,100
fjqkLJE7ekSCah77wvb3brXleAG2,34,50,70
fwEul5a2vyXSpDhP7YjXvCZQ9Ks1,80,30,11
gJSnauDzRMd5EoNaxMOCGaFgd6z2,61,10,50
gNdkrtEkzOeTWTGopId64yrkXIC3,5,80,15
gSD55MoB49WElRqwBTX5w9WtYb93,0,0,100
gSmdFI4mL8Q7Khnb7bqmwuVyTxq1,50,0,50
gaKCEBOzIEOkwceKh8UMnyZUYo93,50,50,50
gzH6jdtDMuUjP1QtKnRQxUVCFn83,0,0,100
h0jJQztIenXasikmpAz9XynEjI32,0,0,0
hB6zAas3CjOTMzCYmZE2qRSOMdE3,50,50,7
hT1Y2k21oqYuxrBMGXnM4GFJp553,50,50,50
hheri64wCxVe1h0lVSyuGyA7kS53,50,50,50
hj5wmB8vn2hO3bLuh0oolkED9TS2,20,20,30
hoQBpzhdcSPjm9gkvnldI0h9lwP2,12,90,40
i17YDHN3tef2OHOzhHARRzR9ndB2,50,50,50
iVrPNr0KfmdqGXbdBVBnXRpchg33,0,0,100
jAFcLHy6XyWWIoluqkraYF6bgHj1,29,24,80
jCbka9TEDfaqQQ9TIObbY68rsDX2,50,0,72
jDbmWaUmwtQpANjl4hpvISfnpPx1,50,10,70
jLsiL5hYpCebqvdK97XbqpvxMQY2,50,50,50
jQHe1u0XFeO7aLjG3WwHTS2phmi2,80,60,60
jfRaUTU0kWXDj0n4igc9zNohJa53,38,12,100
jiTOac0XYtaQllSHq0oVzoNnfRu1,0,0,0
jtQtRt19m1d87zmqhLhiQafs8pg1,65,10,40
k15kw6q9ZvhjCuiUxbrHwfRXnQF2,53,30,100
k9TtC7TkEKcaaJpQx6BJ4m4nuAC2,30,100,100
kAf0BIow9ufdT7pfRWNbGvGiwfy2,50,50,50
kX8eNsI2KmdtEEtP48IHS5TV49R2,100,100,62
kXjmzDa6TYd2Jst5vZ5HDglyCW03,50,50,50
kwSdnmEHnnfyGXvvhMTuANFCY5J2,30,70,90
kxYINftLW3YQnxz5Z4gjCnuvZ1x1,50,50,50
lH3onjpI3jSOiWrFd6aeFxqEy513,0,19,43
lKITdPq2pGTLhw1TQ2XP401JBbz1,50,50,50
lW9D4CTZvJh0pm08NvkRux4m4N03,50,50,50
ljm1IlDauEZkReS84US1ucyXDmy1,50,50,50
lkx2CfBYhcSYBInv5hFJZysbLi52,70,100,11
lsE4GrviTgdQevak5ijR2xNge2v1,50,50,50
mFlQtlg0DaMQm8s1g4lwTm2Iced2,50,43,65
mInM5QBhvPXcMF4e2gfFtJJuuUk1,100,0,100
mdbt0Nh6UeWgiNcNhZxtdewECAg1,50,50,50
mukjUxTbXxTLrzdT41a0nMyZc2o1,50,81,40
nBznObXVQATAFU6gU8UMwQS5NDB2,30,34,26
nO0YUmFpYuVhV3lfoSXsTBQhXbz2,65,70,90
nPXx4gLXwmRPC43UaabvPX3ybO52,50,50,50
nTjU8M7JGGd3xirp0avpkcZy1SO2,50,32,79
nUFYHh5SMMdazA60eXp4SZekaSC3,50,50,50
nUHsOghW5uTQiJU7paQ5ktrAwo73,93,14,67
nVTjhujdhraef2TDEjImK4sJCg62,72,64,71
nZVgxqk13vPhCAaGRX8Mf2RrlWp2,50,50,50
ojxGq4yCApQQ4rbWhTh3KC2d7pU2,81,0,100
otv7yKFcWocs12UbwMeXrQ0qfh63,100,20,40
ox7OuSeHWhSeZfZfUC7ALCEkA3d2,50,50,50
oyMdb9Zu5FUA76jr9q36AW6z3S62,50,50,50
p8SPNoRrVGPryDGsFV2BSLSLZFB3,50,0,50
pAqJidlA7Ags1g5QWOCubg9GLrt1,50,0,100
pJhElMgwhxaVClRolrZDt0mZfj63,71,19,100
pXUbi2oVoWgu6WLFVs3ql6WKUm02,4,0,70
piEqpygtEyej7lfGEBRwImafopi1,50,50,50
qEsHejZtOlOPCEZxaIPJ3lB1xn12,0,0,0
qWFHTXsd5nV4599L0GmF5arSYhQ2,50,35,78
qcA4YZ4n3lR4dn8Qu3m4tjfnArl2,0,36,100
qt1cumN5ywZSu9PYWaWKTKUYQtV2,78,41,69
quQWe2j06SOvDZ1pPkT7v0Al0qI3,17,0,0
r3rp9CICCaUNIVFbJXo18yJwonK2,50,6,50
rIBp9Q1Y69XQ8wobrIqSg9NroSL2,30,40,60
rKguhJnXm5gZOoXVjukakTZxgep1,50,50,50
rNnrdsWr0lN0488ZRrhqUHTZokg1,44,0,81
rUs3mFLMGbQeSZOpMbjZoVuQMQd2,54,17,73
rWvll1aLynZhKYpRTpK7rBkqHSg1,20,50,75
rvbgxCxTa7e8H9WHg2P0dYZINOP2,100,50,100
rxZIrBEuNSejckDbVySKcxTfOES2,50,50,50
s1wgDQHbDcXVSQaiM05NfuILOSr1,50,50,50
s9Q4K69rLxXVKWmCDiVh9QbDHgp1,50,50,50
sGoumh4j4DdGCWFFR3oRZY1kY142,50,100,100
sODb0u2J70SMfQTiZlOWOW7Ty7u1,50,39,100
sQ4GRkP1VfTgNbbgxstRvuNmmfl2,50,50,50
scGdML9gNANJf2ZkFMmUr1KEpQe2,100,30,70
t9Ho8CPpPrYDZVXZGYHe8H0qcTm2,0,0,50
tCfp42ZZKoXInQ9ZnKFzeQVhvBO2,34,37,80
tWQrfnL6v2XUML91UhKLiEcQ0Hz2,0,60,50
tWeYoE0BViPTZyGUmRk4WN5xGSw1,59,74,76
tbfCRzSJnsa7aiwGCRmgby0GR1G3,15,50,50
tmw0ZWwtyoYy2kLYMDU5VqcMGv63,50,80,20
ukUNijfBWtaFcVLdBeZfBVGEx2J3,50,0,85
v5tbA7jDjUbv4j8pe29Dz4EHOdt1,50,100,100
v9p57WQjyvVxJYFCXYrFtL113yv2,50,50,50
vC4hreAYcyeh0VpReTRWcSELjzq1,70,30,70
vaiaqmzfZTdoqJk8ktqt4YPV9LH2,100,0,86
wT2peQdvkscXrIPV9VkFp45iWY63,50,50,50
wTYWYDxzZbOBvbjM4wEVAVSPhmW2,10,19,40
weBQRjD2TDafhAtGHbyZ0tdawqG3,75,32,71
wehbcz39hIOQCz5qaD9CX1tPWB62,1,3,11
wuU4OBMIhAW58vwnOtIvlQTw00Q2,70,0,90
x3wUNrWZ86gbm6WUzsE17yX1qTT2,40,60,70
x3xZpjSAGpbALZMlQamJdzGXS9M2,77,50,50
x7ZjWothHYZbYJ7VB7llp045DlC2,0,0,100
xFEX7OriuEaLGmf6OYfYBCD5QKE3,53,80,22
xLi1YNulWPYtW1ZZWd5C6ZVLeYs1,50,50,100
xNUFdZVbgQfvJ72ym30js6fGGqD3,50,50,50
xaztJTHuxMRcbB1uQG53UHlkBMv2,10,80,80
xh397tCXXxfjoWamOgKI0fHpaEA3,50,50,50
xvG3FBNy86M6P79vZ6asMzVAyrX2,0,45,67
yMvto9zeJEe9nnTaC7TRHEVpsWn2,0,0,100
z5TAgZnoItOaDS6gMWU6SfadU4A2,71,50,81
zBugrONUBahNSJ0XLgMNzc7YJzI3,50,25,75
zJh6vvJJQwTtTo1UDD0vRHwsPSm2,50,50,50
zUAa1C7PNVNdrznrMoZCata5K3L2,0,50,100
ziNZbscF9cesUFBrCeSVZLpuSAm2,27,79,29
zzud3VJFYAd8w00PlyVkfjQJvNH2,60,83,25
08UoFnYn6SZXWKAn12orSeFBf6q1,100,100,57
0PRTzAyxNQUgTeRwzqrhqxQ76413,60,50,70
0QxcRbIPxMYIh0ieJcq8dP7Mxsf2,50,50,50
0SyVCpD6uDSRzJdly7G8XA1IQ2i1,45,40,55
0fZnkQ8SKtU2cR77b7kEmc2yYex2,50,35,90
0mag1dOU2xWG82W87nCgK7E6VK73,66,70,30
0weSHmuXX3TWp5gc9uy3bBcSGC93,50,50,50
14lk8WkbWjM9PvRCq4BXMGcfyta2,50,50,50
1VL9nNRlBve4Gt19qep2oGPVOw63,0,100,100
1h9RCgl7nggQc7Et1eBMNusbCwz1,72,30,80
1rvepeYWaGdILtbgvLWIWK3jTa63,50,50,50
1uZcpX0P3ZT0K6Dj6lRYCdqMbIW2,0,15,90
1wzzEfmhqhaYEOgo0ZNqO3hR10C3,41,75,71
20nUrAtHS0NcevDq1wnS5ilmztR2,30,80,40
25O6lP9zkmVzPKnOxux0xfpnB663,100,0,50
28fL9dSpbsT2LuRRRCuTEhqx1gl2,83,50,73
2AUrkq5D01g1bmA0lRWVQ6ojxf83,100,100,100
2EAT1ehMKlTBaO7OW47MIHl0BJk1,30,31,100
2N5p4URdkxQ8aH21rTnQ4OzkDt02,40,26,80
2Nuq16ObepR2BGvLS1eLFy9ktz43,100,6,80
2OJY58v3QCVMYop0P7c4BTbHoQ52,80,71,80
2guFcrphAIVZ9iZkYUmKiYgqYmg2,78,42,37
2n98ZcgUJpTxpuJZlP0TszmtvK23,50,100,100
2onutJeQXtZXUk9Vr6fTyqAFfc82,50,50,50
2p89pyLAIubpnpJ0ub1Ux10vS9O2,0,50,0
319oPCIi9CNkC8BLWbQt25PxaVm2,50,50,50
3JR0CnAXk3h0CGP22FnLojwd7Ny2,50,80,60
3JgEjLJ3pWgwEGyfxCvtCoNTZw63,50,60,96
3JgU6oetb2SEkMPkkSJm0D9GvJf1,50,30,100
3ME031cBhxaRqrycgQJYcx1pI003,50,60,50
3WUN78gu7RfAq3XFxj3uvgQeqQe2,50,50,50
3ZKyVbFokkPsLXlxZjUSSmaGUek2,70,50,79
3dDxjpFIl8gBVtPLxsJ8PMuus052,70,80,70
3m7SfLUMMncQlPblswsJFDfV5Wc2,100,80,100
3t3ifEs9R9QOk39PBa1PiKSCTj32,24,72,92
444UEQMeN9afcWK3VcYmL66W5ZB3,5,10,80
49N4ak6ubYU39NYupUIlDYLmNgs2,33,65,69
49zS0F0Efzgtrhfph3SY53Rzj3s1,50,50,50
4IN28A3LFzXUk70t1R21yufzyNO2,50,50,50
4oUf7E82afTwLoo6fRW29czBUh32,25,50,75
4ug32VhCy1gros5ezqxkx4ErvIt2,45,60,56
4ym4JZJRGgNLz6XQEbwlnCtZUKh2,0,3,50
50Kup5jQffUJ5dhM6jatRhqGP1t1,50,50,81
54UscoFnD2Ub9i7nonoU3LD4d553,61,50,50
58gvOwD8xwYsoA71fEOCs4y1jsU2,50,50,50
5WG6CIatmCdwVYF01w7SrX2rB013,30,80,90
5XIvEhropWWtg8plY8ekFKgvxgL2,50,50,50
5euEJuQsHYUCmUDVLB23dBlhadw2,50,50,50
5ez9L5RhpeQPlKi3y3Kx1mMT1dN2,67,50,72
5tmlCvj0SuUaLOAt62f9x0JpivL2,50,50,50
5txpjnwQaeQjQqcfZMP0aQXZNz82,50,50,50
5uoZR4bumROxGjZUj4IfOeTpjgU2,30,90,75
6HK2cJDEn6YyMFrX2gcRSA1PG4s1,70,63,79
6Hu2U3voSUda5GORORUxExRtnBG2,0,0,80
6HvIp8RVcHURLJA43PVqs2kjOQV2,50,50,50
6KBpnqEq3AYP7txUYQJ0ZlSxyVC2,97,14,84
6Mb5xKHiLahjSUz0cEm2sV4JzS42,75,20,75
6UvNyeOgXvYd9Wadm8OFeGjki3A2,10,65,65
6dPG9njctHNrkxh4q2Tga7UkWCH2,66,83,70
6eO228bA21Wln3tdAKKFn5e7ton1,0,0,25
6h3kFu8FoTOSnjeLhuX1Es7W5Bt1,100,100,100
6kXWi5VBP8SY2JevUekBVcdM44K3,60,69,75
6yXCggDNXyOfAq9TmniWpD6HZn22,20,9,50
707jdUviY0NWbETBnrWE2Ch9SAH3,74,36,80
76N01IK09laksnb1b5nRVBvxSE23,50,50,50
7FwePdCX5lSD54fHsyySwXjh6PI3,0,70,10
7JWFtgILPmUEgFmnaDol71lyJ1p1,50,70,40
7Vp0nZ4a1PfImMQcqipnIrVzNKH3,50,50,50
7dTG2LmspZWw4W5TZzMLdEvxQp12,0,70,40
7jb1MJeExBQMDq5hSXQ9ieCSsR93,50,50,50
7mM7R6pKoJOgzD93QUIHqWQfItk2,50,51,50
7p0ZVh8FFTgYaoQ42NgSYOpgFak2,50,50,50
7r3GnLr13GVVGTKBn2uK8FEGoul1,100,50,68
7uv5pbdLCadGpYoH9OYxMLJWMKE2,50,50,50
7xvsYd5XyydO7mAWMrkUHPiAOj43,100,50,50
8BLsj83kPGd6YWQUIH2bkZGUqQW2,50,50,50
8C0YsXju7ncmfOsYLJaVaNuCdyC2,50,50,50
8Qu7Zsb4MgXri7OqdsPDi92Er9I2,0,62,40
8TkdwhD0zYRA0K0XUEis0qLF6O83,63,93,15
8VKG9ex812c8r9Gs0qrTti1HdCY2,70,50,73
8gKhMifuX2giwXEQEG6Ie4LKzop2,50,40,40
8iZpsGc403hfehPXpv6hi6NxWTz1,60,60,60
8jHWddHTp3e3doYyGatFiZ2bM0o2,50,50,50
8oIrZaZAV6a1vAkHBF2T6uKgjWi1,50,32,78
8og1bVqRWjhPUpQyvtXxJB77bwx2,50,50,100
8ufulhQmsbM5xAQx5PXFRGj7oZH3,28,100,100
9QcYNHonEzSqhqJ6zi6AsmWixk73,50,50,50
9ULRgq2RLSTV3sTlgCwLTxrqUXi1,90,50,68
9jSC1eGJHMUDNBPc8BfUbxW2w6r2,50,50,50
9kh1Wa4bEESSG3WMUvSuennUQ6X2,80,60,90
AOAFYHuvkMTxKPkgeKABGlICOUm1,100,100,100
AQMKyaLwCwOkp3c9wvD49ziHBBs2,100,15,100
ARMsBlCBsJNOfpL211BlPmgiCoJ2,64,56,50
AVEs6iv3riWuo29RvdMcZnqt3W22,80,70,80
AVuhbwlfiwM0SB3fa4XQeAxqRqM2,50,50,50
AVvkoHt75wav13uTPHq5jM2qrmk2,20,75,100
AXmNnNX5j7O6PlTTh1NdKcdF31Q2,84,80,50
Ah7gxfhHSGWnemCQrCCkkqpIdU03,30,20,50
AhstZSOUd0dIn70JACDxhpbBWx03,50,50,68
AlfLkU1QA3h3igp6r0G82HnJPIp2,50,50,50
Am1xbhlA7jUgUdzmAl6om5CYCZT2,50,50,100
AtujkuhTEyQn0qjZZIQuN2clyew2,67,67,80
Avv922SpsCfjRuiSdww3JPinjf63,50,50,50
AvyuaD6KU3S6aqYKItgwtvbuLZp2,35,15,76
AwboTNX7uLUMNkdctmqco90v3gI3,91,14,89
B0plTrSsw3T7P870BVxtLrUlWmD3,50,30,50
B1TxLVD3Z5TkGJElfWIk2Fvwdhv1,50,50,50
B84Sl6tnyzMFs0ohp77Oc0bhyRo1,0,0,71
BEtxyPPQ7wSsgLUOYydYbtZ0ruf1,35,50,75
BvbwSOA0OkNLz7ypK9uQlW1jXoB2,100,30,100
C2pn6dHKdNUrQKsOuanUaKZV4413,50,21,100
CAU3IruBUmd5Sot7XgcLoyO4uDM2,0,0,100
CUjQGif5GCeYgcfhmRMlqQo6b0G2,0,31,20
CYxMMXGSSaVdKJKfcipbpKHSUlA3,50,30,85
CmXvy1pJAtgbQsYbWmHFS2G6iHc2,50,50,50
CrXeB54P51XFsVNvorLOzHYlgyv1,75,80,30
CsjvjPRAGUZAbKSeznsJ71JEtst1,69,81,50
CxTz8OxWt3RtnFqnMdfPX4YibEr2,10,50,80
D3BRyDmqU7VdQi1keLgAOaunJYw2,83,72,79
D5Pfy6ablkMvOdHotc8DX3L0DoH3,80,72,80
DLlXK127UIcpWx4M0EFKIrleEIv2,100,20,100
DVrzqtyeGcffw6RSqKDvaDxxOiN2,80,30,60
Dg03kuSuGkU824BLOed76QSzQXK2,100,100,100
Dkh6Q782D0hdci8xpvwlfu7V0ZU2,90,100,50
E1sLM2mIAoaFb5VC8Y0IbDr14Vi1,60,20,80
EB2gTE2K59XrBQ5Q3429PETPysG2,50,30,70
EBzl9cr2LvdCKYJZBYKjTwnebh73,100,10,100
ESMjEKFzrZRuIu9geThyy4JyK6h2,28,56,71
ET8lGP8Q4vf86tSHjKppV7uaYBy1,70,50,60
EaGqsuYNCnhDWCrovdfarHyByH82,50,29,28
EdMQGAPWZgdEvCE5yHmWpzwNV8P2,-1,-1,-1
Ef5Duaccgoet6jwJjgj0SbHXk103,50,50,50
Eggyn3strHa09gPFPU6JEHgBnGo2,50,50,50
EgntMAZPwJQfRhtTyJyCZoAIT5C3,25,50,50
EteKphh70tZs6mB1yqAB7hA11Nw2,50,50,50
EvKaak6V7SaNtyLPasaCrSM2DFK2,35,50,100
EvLwnmUYdGgJIHNRrq4gVp7U10r1,50,50,50
Ey96Z25gQRPnogWMr6F5j0GY3nm2,50,50,50
F4YKQRtUHTOKtyPCZwHx52MWpgR2,70,100,100
FBtEuWBfOrWviiQgVc68xtPK6jL2,80,100,100
FJEGgbdcLwQyWqa7ecq0uzcnU9C3,39,65,50
FJb6h6suK5aoPSZprSryhMoPE8v1,97,71,87
FJbDK13VTCd0FgTSNWwCutRNL0D2,100,100,100
FcozZ0kF9tcqPFJVoXmSwLoNNzG2,50,50,50
Fdv0YCTqwje5HTbXyEaRAuEKEu83,50,50,50
Fh6Pmv3gYyZHbBunz2aWKFOaqpj2,20,66,79
FvOZifGkGDUM6qmZjfXXFlK5jp53,50,50,50
FydPm8UDoyYMY7qaBoby0tSupnD3,100,30,40
GAu9C7UxRvS9Sy7MRXGHivtHxmi2,0,100,20
GLzktq0FxfgFaK7hBcCLHifSHf52,50,50,50
GM0p6Qa0IwXDr9gdscAdy2Kmb7c2,76,0,100
GMYkKy8h9AXT7bewV90Y1HfLa8l2,50,50,50
GVJqMNiQR0XlyH4yAvhkYQ2L3543,10,25,90
GdaV4UTCmqfTVmemQuIIyjvUAru1,50,50,50
GehlSZ0ACGdgmA6Di5VHMORqTuu1,31,32,81
GhIqdS5adqY5DxsZUpvO6yEkCH33,50,51,50
GmLMT5WEVFd5eYThGZWBulDWn1d2,51,48,56
GnbmK2BzbZWn2gB7jRHGt2AqzuA2,50,50,50
Gy5D2lryqgXZ4YyAZMFVDLLxc0E3,50,50,50
H5uigMlEk5SV1sy2hhYo8hDGA182,71,50,70
HDYmF5JRWtQcHrw037mSodIpBGc2,75,30,100
HMTmC4ovCKUJ8BZExBC45JrSL0a2,50,75,80
HRoOhr7ubob65LswR7onGG7g1PD3,50,50,50
He0prj1Ki6O9rXqoYdixtQsOqjw1,0,80,100
HlYChq6DMLftXompWQ5Ls45z7xn2,50,50,76
HrrDwHkL0ieG0NJ14bJOGwgPmhy1,0,50,100
IAMuMWWztLWKf4VfN99Wx1q5eaB2,50,15,100
IFyGUqMnzaWYeJzfY7WZOr5ekLB3,66,10,76
IGsmBHNZpmT1B2PeNgJKmz4WCoF2,75,0,80
IfYslihrY0h0C5hEpxpyoNEycqt2,1,85,29
IjObUgLb4ENXgWWCQK5yw9VbXp62,11,32,65
Ive210V6elMO8ESKXUvbVX96WbT2,11,13,5
J1WtUN8pDGSi01QqFKixVX2LXTC3,76,64,79
J8iGDNGLCbd80v6o9aA9Iiy2Amo2,20,70,55
JAcxKjdqRjOiZboWJHG5ImqpZAw1,50,50,50
JG0yrAXDyER07iloFR1DgbRqW5V2,34,69,25
JOoHIaXHXNYEIY9C5NIZYU85M0V2,0,0,80
JRHqbeyIfcMJrgCyKG5293xWndD3,72,35,72
JRj9RVxhbHXwXQhb9qdDmdqgT1h1,90,20,90
JjgiIOcpa1VkuruYINZ3aZXOcRG2,53,32,43
JqInj6PRZrhwnhIE3x02KNO4gqu1,50,100,100
Jzf1q0kjEDUASEpAEew1hC1YHZs1,50,50,50
K61t8Rq4FYVYgbHFoWN1xnC7YEo1,50,50,50
KGCsQIcvrMW3G3BdNSJM9AmWSLj1,50,50,50
KSvV5nHHC0TlWmv6nQVF48xsXa22,80,36,50
Kh3VEpPod4bX6Rx9vnste8oinkf1,50,50,100
L09goVDAjKOpZ5u2ZEPjWXY2rMH2,30,100,70
L35pM9iU1hM1Wd87hzGlSySTcqU2,50,100,100
L93gcTzlEeMm8GwXiSK3TDEsvJJ3,50,50,82
LIp3IfTJgVgHTwowrQVQUEssnEp2,50,50,50
LUlL3B9tQfS27dwY5xwt5vX71573,100,50,100
LWeatJWVsJcL7wcwRtrF8ukaXF92,50,50,50
LdAFDdnS8fNu61xUtqMzek2HHR62,77,99,50
Lkv1N0x7k0dyRECJjoUdb1qpu6X2,50,100,100
M1wR2aeRqmdI0yzdHKlOkZKBKZ72,21,30,80
MFmz8yaYJiTg0yiwKZ9xJzclP1y2,100,86,73
MKcpdGoPeCVoCJCq8SDukphT9n72,50,11,50
MMEjoZkN5SOuO0QmQUUCmDonDXm1,50,50,50
MNV51DlcNldwFocFUfBbDQ5sqpR2,100,20,20
MRVs5g6HWGgaPKVT9sexTEgP72z1,71,80,50
MScpEEal9iaFmonltfUmadjwwBz2,0,50,50
Mbw7jJQWoxaKC3OlLMKwpmSxgLt1,50,50,50
MfGITBavPaYqV71Lbj1xNC2wxNP2,21,50,85
MmX7iZ2pQXYm5DO3MyfimpBa5OO2,80,70,80
Mqc0CHUEkCNvRAGSsWy4mHM7Wu53,50,36,70
MrmnF49lcDZqUW7aXmdCZhrOQJT2,-1,-1,-1
MuG8CbGbGuhJSdsI2dwmyLEtLvi1,60,50,40
Mwl70HvbWgOh89mkPWM1xdOtmcm2,50,64,31
MxCmBvzPIaOiryCqEMj9ekM2RFm1,78,100,100
N10OiZSglvXMJSJ0okCP0f4luWE2,29,31,34
N13JjVXM2barh8xCZObPOxrVCkJ2,75,75,50
N9UAi9arRhZVJ5bXCwwUN49kAfP2,50,50,50
NClK4KlHEiaIptJePuOEZZpEKzX2,6,0,100
NJweZfZRy7YaP2BVmAZJwXrDFEV2,43,40,70
NKMGZRcpNnT8mqvU8cmpUlQbVW03,50,90,91
NNOGTgl7QUPfyWgQXpNDdMCfNQU2,100,50,76
NeoGyqM1azVANzjVwVbyXpteAoF2,23,100,58
NflUqDbLP6czIx73R6Pwohq1jxT2,50,50,50
NgV9KBjYKnUWe0rBm6aFq5TBVnJ3,50,50,50
NlcpClPTcVXEC6rkCqvgOSF680g1,70,76,91
NnUM1u9SmbXNTXG5P19LUdySini1,50,30,80
Nwpe3wu48nUI4qpdJJ9gzofXsa93,50,50,85
NzuzpSIPckgHTMDE6xUSRgnJH8H3,50,50,50
O1GbUEb4WuaxR2R3kxlX0vMx59f1,65,15,75
OAYsO8iBrON7W0egdUEFB7tK69F2,50,80,50
OGnnUTTyOcbA0zQkWONfhAx612K3,100,100,100
OHLkRpHzrzS5WtDDJNal8jGINSB2,50,50,50
OISHHSvWkOXta0qYZju6t5SMc8z2,100,40,70
OInt8Dc5nRYGVc4pglGDABs4NTE2,50,50,50
OPtw1Oj6hOOnQuTBHxplqRvUFyE2,64,31,78
OQVdocMUTjOow8qvnbBqBZ6iynn1,80,34,75
OUigEgZJh2TK9o1QxjBO2yuYEuM2,19,50,50
OlOKBsH07eM3eJhgJPoKQKbQ0iH2,30,30,75
OqqUfkEgm2UN9gkaagb8ea7F0tn2,100,10,100
Or0oOxwa9vgwVC8S5BgmD5oLNfw2,49,91,89
P5SeTYGpt5a1zrNXQ8IHDylukZx2,30,75,55
P6ARDEQwmFMd4fgF4CcLYaGKxpG3,50,50,50
P803VOYyW4hzhT8QDcTN1NcuG7s2,50,50,50
PE0FA1jKjEYXp2eZLxBCII14fxr2,50,50,50
PIEt88tDMueR4xDGeSro7mrzUb62,100,100,100
PMiNNENSira6XsVLhHwqv2GsWny1,26,75,100
POro39z8wubIVam9c9JSR4jOs8R2,50,50,50
PY5gzDnJkRRZdLcCeSwJZDXx22G3,100,90,35
PZi4N5tLq2TzOHJfhefR1VxjmAr1,13,80,90
PeBxG86Xd5duokZqcG06i5wCsKG2,50,50,50
PiswrbUxD6ggaOtBBtXA0vLGkZt1,50,0,80
Pr7v47sdVeW6qom3rzFwPXWrM7m2,0,40,70
Q65OxswJ08ga6oac6VJqxv0ccd92,50,50,50
Q8zdCsbLnORpKO1CC43COmXWAjF3,35,50,70
QHOKnLsFfRduDz9oJLS40KS2tLy1,50,50,50
QJoHvgelIyfukKwl1UvRote0goy1,50,50,50
QO8mQZysK2YQujuRgdUtcysFOUv1,20,48,60
QQjeOTjakPbDS7VflXGTwAEDzBn1,100,77,100
QUIJYOYG5dc9odCe8iVmUaDXUPo2,0,0,100
R439CvsfwiOgLCtKiZydtE2zEE33,60,50,50
RD63mbimvUgdkgo74GWOdWTJ3qk1,75,0,100
RFAHuHUiU9ST69ztK7ucv2OXQc22,50,50,50
RMWpIbntLrUIrCf1d3U7eJe8pOF2,50,50,100
ROItCJpvpvfAURIoUbnQGCSL4uF3,100,100,50
RY1j5I1QNPXv9GyvOOYFF2l3rx83,50,50,50
Ras13CFVHkTz3Uh09sdxeiZGdqA3,50,0,75
RdlP8zh9jgRCZALXnybg7t63dwY2,38,45,72
ReMUF8vHUiYdstwll2LtlySCY613,74,51,74
Rl9fPyE9CAWhJJoEZ6OYnRjSYf33,50,61,74
S05Avwn9XJOfM2GzzAIOkQx2UcU2,60,0,90
SEPGqIVVVzcw53h6elZ8QxmfgAn2,38,37,57
SHyTa4bjpmNfyMQqvU7L3FraSB63,50,0,50
SIksMQJyaOW06e2iAjutX4TJNI62,50,50,50
SLwRzwyfQwOzC4L4mTThztsaqQv2,50,30,80
SgYNVz2GrHfSUekChdVDYwiL2B93,50,50,50
SgaO4rpz3ZY2EcxG3b0E1d3H7ip1,0,60,75
SnipuWSCdSTuzltjK781909eSdU2,29,70,31
T26ZWfP1VNfxufmwy0NCv60aeJi2,50,50,58
TAkO0QJt32WXaJYbDl3kAgpucNC2,20,80,80
THqsGscI4EZ7Y0F2pijz2xl3Q3v1,50,50,50
ULpUZltdgpXBkgBQ81tmbfVSK3G2,73,51,43
UOWS0x61WEZq6xtvoaDuEKcDAgw2,50,40,90
UPKvyUt7OoarKHQCA1ECUIgAmIy2,0,0,50
UUN9fsNCtnMZFD4RyRf1CfE6qsK2,50,50,82
UYeZQXbHnyRlhkM0rKPdov0PmqZ2,90,55,70
UYw4O8ZM5WhPQFidIPQqw4zZ0ww1,70,60,70
Ufssk8gNtGb4RyiuY7fJI0Qm16k1,50,100,89
UhfUkedTYmRK38oAAQoVmWIPvZ73,50,10,80
UrOLgsBrL0ZCzLVJGBzhsQCGgQ82,50,50,50
Us7LkMWJhRbSyGuUtsYFi4LsJpl2,80,36,100
Uzkt8rL3yPMz2usZLDtwZio5yAe2,20,50,70
V7W76y4WO0bUPMqLp8JNZ8IYbK82,100,51,100
V8L9yI0xNeS6NMSajJVMW6x623A3,100,45,72
V8WBUXzZUDgUqS47RNajIor4o5f1,50,50,50
