legid,activity
#25:10313,Walking
#25:11260,Talking
#25:11260,Thinking
#23:10559,Accompanying
#23:10559,Talking
#23:10559,Walking
#23:10559,Thinking
#23:10403,Thinking
#23:10398,Thinking
#25:10498,Talking
#25:10498,Walking
#25:10498,Thinking
#24:10525,Walking
#24:10525,Talking
#23:10558,Walking
#23:10558,Talking
#24:13270,Walking
#24:13270,Talking
#24:13270,Eating
#25:13237,Walking
#25:13237,Eating
#23:10641,Walking
#23:10641,Talking
#23:10641,Thinking
#24:10773,Browsing
#24:10773,ReadingDevice
#24:10773,Listening
#24:10771,Relaxing
#24:10771,Browsing
#24:10771,Accompanying
#24:10772,ReadingDevice
#24:10772,Browsing
#24:10898,Talking
#24:10898,Walking
#24:10898,Thinking
#22:11571,Thinking
#23:10976,Accompanying
#23:10976,Walking
#23:10976,Thinking
#24:11596,Accompanying
#24:11596,Walking
#24:11596,Browsing
#24:11596,Talking
#25:11119,Talking
#25:11119,ReadingDevice
#25:11119,Browsing
#24:11385,Cycling
#25:11425,Walking
#25:11425,Talking
#25:11425,Thinking
#24:11312,Walking
#24:11312,Thinking
#24:11312,Talking
#23:11550,Thinking
#23:17958,Cycling
#25:11486,Thinking
#25:17893,Talking
#24:11453,Relaxing
#24:11453,Browsing
#24:11453,ReadingDevice
#24:11453,Talking
#24:11453,Accompanying
#23:11533,Accompanying
#23:11533,Walking
#23:11533,Talking
#25:11551,Listening
#25:11551,Accompanying
#23:11630,Talking
#23:11630,Walking
#23:11630,Thinking
#23:11684,Driving
#23:11684,Accompanying
#27:7384,Listening
#24:11649,Driving
#24:11649,Accompanying
#24:11649,Thinking
#22:11746,Browsing
#22:11746,Talking
#22:11746,Walking
#25:25975,Listening
#25:25975,Accompanying
#23:26127,Accompanying
#22:26158,Thinking
#25:11863,Thinking
#25:25977,Listening
#25:26032,Accompanying
#24:26022,Listening
#22:26157,Thinking
#22:26161,Accompanying
#23:26077,Browsing
#24:11893,Accompanying
#24:11893,Walking
#24:26031,Accompanying
#24:26031,Listening
#23:26084,Walking
#22:12330,Walking
#22:12330,Talking
#22:12330,Accompanying
#28:7351,Accompanying
#23:26094,Thinking
#25:12397,Driving
#25:12397,Accompanying
#22:12834,Browsing
#22:12834,Accompanying
#22:12112,Talking
#24:12781,Driving
#24:12781,Accompanying
#23:12310,Walking
#23:12310,Talking
#23:12310,Accompanying
#23:12310,Thinking
#25:12051,Walking
#25:12051,Thinking
#26:3329,Thinking
#22:12195,Walking
#22:12195,Thinking
#23:12813,Driving
#23:12813,Accompanying
#23:12813,Thinking
#24:12141,Accompanying
#22:12832,Walking
#22:12832,Talking
#22:12832,Accompanying
#22:12832,Thinking
#25:12126,Accompanying
#25:12126,Talking
#22:13099,Driving
#23:12434,Thinking
#22:12333,Thinking
#22:12454,Cycling
#22:12454,Thinking
#24:12427,Driving
#24:12427,Listening
#25:12369,Accompanying
#25:12369,Talking
#25:12369,Walking
#23:12276,Cycling
#24:12399,Driving
#24:12399,Accompanying
#23:12433,Driving
#24:12306,Accompanying
#22:12360,Walking
#22:12360,Thinking
#25:12276,Accompanying
#22:12414,Accompanying
#24:12398,Talking
#24:12398,Thinking
#24:12398,Driving
#24:18363,Driving
#24:18363,Accompanying
#23:18410,Driving
#23:12431,Walking
#23:12431,Thinking
#24:18362,Accompanying
#22:12579,Accompanying
#22:12579,Walking
#23:12552,Talking
#25:13162,Driving
#25:13162,Listening
#25:13162,Thinking
#23:12674,Cycling
#25:12731,Walking
#24:13195,Driving
#24:13195,Accompanying
#24:14430,Talking
#24:14430,Driving
#23:12806,Driving
#23:12806,Accompanying
#23:12806,Thinking
#23:12844,Cycling
#23:13194,Walking
#22:13215,Driving
#22:13014,Cycling
#25:13126,Cycling
#23:12993,Cycling
#25:12925,Cycling
#22:13090,Walking
#22:13173,Eating
#22:13317,Accompanying
#24:13066,Thinking
#25:13087,Cycling
#25:13087,Thinking
#22:13176,Talking
#22:13176,Thinking
#22:37940,Walking
#24:13159,Driving
#25:37805,Walking
#25:37806,Walking
#26:3653,Relaxing
#26:3653,ReadingDevice
#26:3653,Talking
#26:3653,Accompanying
#22:13178,Listening
#22:13178,Talking
#25:37803,Walking
#23:13518,Driving
#23:13230,Accompanying
#23:13230,ReadingDevice
#23:13230,Browsing
#23:13230,Accompanying
#23:13230,Talking
#23:13230,ReadingDevice
#23:13230,Relaxing
#23:13285,Driving
#25:13228,ReadingDevice
#25:13228,Listening
#25:13228,Accompanying
#25:13228,Talking
#25:13228,Thinking
#25:14971,Cycling
#23:15051,Cycling
#23:13301,Thinking
#22:15075,Cycling
#24:13308,Driving
#24:13308,Thinking
#24:13308,Listening
#24:37849,Walking
#25:13345,Thinking
#23:37897,Walking
#23:37896,Driving
#25:13397,Cycling
#25:37799,Walking
#24:13379,Thinking
#22:13484,Walking
#22:13545,Accompanying
#22:13576,Talking
#22:13580,Cycling
#22:13580,Thinking
#22:13853,Talking
#24:13800,Talking
#24:13800,Accompanying
#22:13581,Thinking
#22:13943,Accompanying
#25:13542,Walking
#25:13542,Thinking
#25:13542,Browsing
#22:13942,Relaxing
#25:13607,Thinking
#22:13937,Cycling
#22:13938,Cycling
#24:13881,Walking
#24:13882,Cycling
#25:13848,Cycling
#23:14190,Accompanying
#23:14190,Talking
#23:14190,Walking
#23:14190,Browsing
#29:3738,Relaxing
#29:3738,Browsing
#24:13743,Cycling
#22:13799,Cycling
#22:14490,Driving
#22:14490,Listening
#22:15005,Driving
#24:13815,Cycling
#25:13756,Browsing
#25:13756,Accompanying
#25:13756,Talking
#22:13847,Cycling
#22:13847,Talking
#22:13898,Accompanying
#23:14038,ReadingDevice
#25:13804,ReadingDevice
#25:13880,Accompanying
#22:13916,Cycling
#22:13916,Thinking
#23:13923,Watching
#23:13923,Talking
#23:13930,Thinking
#23:13938,Thinking
#22:13984,Thinking
#24:14154,Talking
#24:14154,Accompanying
#23:13963,Thinking
#25:13895,Thinking
#25:13944,Driving
#22:13999,Thinking
#23:14030,Walking
#25:14290,Accompanying
#23:14360,Accompanying
#23:14066,Thinking
#25:14006,Talking
#22:14097,Thinking
#23:14286,Driving
#24:14059,Thinking
#22:14215,Walking
#22:14215,Talking
#22:14215,Thinking
#25:14458,Driving
#28:3998,Talking
#22:14140,Thinking
#23:14119,Cycling
#23:14134,Relaxing
#23:14134,Browsing
#23:14134,ReadingDevice
#22:14157,Walking
#23:14128,Accompanying
#23:14128,Walking
#23:14128,Talking
#23:14532,Driving
#29:3864,Relaxing
#29:3864,ReadingPaper
#22:14221,Thinking
#25:14123,Walking
#24:14128,Cycling
#24:14128,Thinking
#25:14125,Thinking
#22:14219,Cycling
#24:14319,Listening
#22:14384,Accompanying
#24:14301,Cycling
#24:14301,Thinking
#28:3954,Listening
#24:14279,Thinking
#22:14380,Cycling
#25:14244,Driving
#25:14244,Listening
#25:14271,Cycling
#25:14271,Thinking
#26:4016,Thinking
#24:14397,Walking
#25:14293,Thinking
#22:14389,Thinking
#25:14291,Thinking
#22:14465,Cycling
#22:14465,Thinking
#25:14426,Driving
#22:14556,Driving
#23:14445,Cycling
#23:14445,Thinking
#23:14464,Thinking
#25:14394,Listening
#25:14394,Accompanying
#25:14394,Talking
#24:14450,ReadingPaper
#25:14401,Cycling
#25:14401,Eating
#25:14401,Thinking
#24:14436,Eating
#24:14436,Talking
#24:14436,Thinking
#23:14858,Eating
#25:14784,Cycling
#24:15008,Cycling
#22:15071,Cycling
#25:14972,Cycling
#24:14916,Walking
#24:14658,Talking
#24:14658,Driving
#24:14658,Accompanying
#24:14658,Listening
#24:14634,Thinking
#24:14634,Talking
#23:14673,Talking
#23:14696,Driving
#23:14696,Talking
#24:18406,Relaxing
#24:18406,Talking
#24:18406,Thinking
#25:15196,Talking
#23:15046,Driving
#22:15070,Driving
#23:14907,Walking
#22:14855,Thinking
#24:14790,Talking
#24:14816,Cycling
#25:14767,Talking
#25:14805,Walking
#25:14805,Thinking
#25:14805,Talking
#24:14883,Talking
#24:14883,Browsing
#22:14949,Driving
#22:14978,Walking
#22:14994,Thinking
#23:15326,Walking
#23:14930,Driving
#23:14930,Talking
#23:14930,Accompanying
#23:14930,Listening
#23:14930,Thinking
#23:14971,ReadingDevice
#22:15080,Browsing
#23:14987,Thinking
#24:15006,Driving
#22:15044,Talking
#25:14970,Driving
#25:14968,Cycling
#22:15065,Talking
#22:15076,Talking
#25:14966,Cycling
#25:14982,Accompanying
#24:15821,Browsing
#23:15053,Thinking
#23:15260,Walking
#23:15260,Talking
#24:15042,Thinking
#25:15477,Accompanying
#25:15057,Thinking
#23:15891,Walking
#22:15914,Walking
#23:15137,ReadingPaper
#22:15917,Cycling
#25:15471,Thinking
#22:15912,Cycling
#22:15196,Thinking
#22:15196,ReadingDevice
#22:15571,Talking
#22:15572,Talking
#22:15350,Driving
#22:15350,Driving
#22:15573,Talking
#25:15807,Cycling
#22:15911,Cycling
#24:15198,Thinking
#25:15476,Driving
#25:15804,Cycling
#23:15526,Cycling
#24:15515,Accompanying
#25:15803,Walking
#22:15280,Thinking
#23:15256,Thinking
#23:15256,Listening
#22:15579,Accompanying
#23:15265,Walking
#23:15265,Talking
#23:15265,Accompanying
#23:15265,Thinking
#24:15871,Cycling
#23:15916,Relaxing
#24:15880,Cycling
#23:15926,Cycling
#25:15335,Driving
#24:15372,Walking
#25:15850,Cycling
#25:15842,Walking
#25:15332,Cycling
#23:15408,Cycling
#25:15839,Cycling
#23:15407,Cycling
#24:15373,Driving
#24:15874,Cycling
#22:15616,Driving
#22:15937,Cycling
#24:15868,Cycling
#24:15517,Accompanying
#23:15591,Driving
#24:15866,Walking
#23:15908,Walking
#25:15825,Cycling
#24:15460,Driving
#23:15902,Walking
#24:15859,Cycling
#24:15516,Accompanying
#24:15855,Relaxing
#22:15580,Walking
#22:15580,Thinking
#22:15923,Walking
#22:15774,Walking
#22:15774,Thinking
#22:15774,Talking
#22:15774,Walking
#22:15774,Thinking
#24:15854,Walking
#28:4435,Relaxing
#22:15919,Relaxing
#23:15597,Cycling
#23:15597,Accompanying
#23:15597,Thinking
#25:15814,Cycling
#25:16824,Talking
#22:15878,Driving
#22:16947,Walking
#24:15708,Listening
#24:15708,Accompanying
#24:15708,Talking
#22:15695,Accompanying
#22:15695,Driving
#22:15695,Listening
#23:26124,Thinking
#29:7331,Accompanying
#22:15966,Driving
#24:15707,Driving
#24:15707,Accompanying
#25:15671,Accompanying
#25:15671,Thinking
#25:15671,Driving
#23:26121,Thinking
#24:26070,Accompanying
#25:15721,Cycling
#23:26114,Thinking
#24:15897,Driving
#29:4400,Thinking
#23:16058,Driving
#23:16058,Listening
#23:16058,Thinking
#28:4434,Thinking
#22:15965,Walking
#24:15890,Driving
#24:26058,Thinking
#28:7360,Accompanying
#24:15891,Driving
#23:15941,Walking
#24:26048,Thinking
#22:26128,Accompanying
#22:26128,Accompanying
#22:15991,Cycling
#22:15991,Thinking
#23:15965,Cycling
#23:15965,Thinking
#22:16086,Cycling
#25:15979,Driving
#25:15979,Accompanying
#25:15979,Listening
#24:16880,Cycling
#24:16017,Walking
#24:16015,Walking
#25:15980,Cycling
#22:16091,Cycling
#22:16091,Thinking
#23:16063,Thinking
#22:16099,Cycling
#23:16074,Cycling
#23:16074,Thinking
#23:16074,Other
#24:16879,Accompanying
#24:16059,Walking
#22:16128,Cycling
#25:16837,Accompanying
#24:16878,Talking
#22:16138,Cycling
#22:16138,PersonalCare
#22:16138,Thinking
#23:16112,Cycling
#23:16112,PersonalCare
#23:16112,Thinking
#23:16143,Driving
#23:16143,Accompanying
#23:16143,Thinking
#29:4473,Other
#23:16144,Accompanying
#22:16171,Cycling
#22:16171,PersonalCare
#22:16171,Thinking
#24:16102,Accompanying
#23:16152,Thinking
#24:16209,Accompanying
#24:16209,Talking
#24:16209,Eating
#23:16291,Walking
#24:16161,Cycling
#24:16161,Thinking
#24:16161,PersonalCare
#24:16303,Walking
#24:16211,ReadingDevice
#22:16277,Cycling
#24:16162,Thinking
#24:16162,Other
#22:16366,Cycling
#22:16366,Cycling
#22:16366,Eating
#22:16366,PersonalCare
#22:16366,Thinking
#22:16366,Talking
#25:16128,Talking
#25:16128,Accompanying
#24:16220,Browsing
#24:16220,Talking
#25:16129,Accompanying
#29:4495,Thinking
#23:16216,Cycling
#23:16216,Thinking
#22:16243,Cycling
#24:16205,Thinking
#25:16141,Cycling
#25:16141,Thinking
#22:16252,Cycling
#22:16375,Walking
#22:16337,Talking
#22:16337,Browsing
#25:16146,Listening
#23:16238,Cycling
#23:16238,Thinking
#23:16238,PersonalCare
#22:16266,Relaxing
#23:16240,Accompanying
#23:16240,Eating
#23:16240,Thinking
#24:16198,Other
#24:16197,Other
#23:16241,Talking
#23:16241,Thinking
#23:16241,Eating
#23:16241,PersonalCare
#24:16226,Listening
#24:16226,Cycling
#24:16226,Thinking
#25:16225,Cycling
#24:16210,Walking
#24:16210,Thinking
#23:16268,Cycling
#23:16268,Thinking
#23:16268,PersonalCare
#23:16268,Other
#23:16265,Cycling
#25:16189,Driving
#25:16325,Cycling
#25:16325,Listening
#22:16303,Walking
#25:16191,Walking
#23:16277,Walking
#25:16193,Thinking
#23:16338,Cycling
#23:16338,Cycling
#23:16338,Cycling
#25:16857,Cycling
#25:16265,Driving
#25:16265,Accompanying
#25:16265,Thinking
#25:16265,Listening
#24:16249,Listening
#23:16304,ReadingDevice
#23:16304,Listening
#25:16206,Cycling
#25:16207,Walking
#25:16207,Thinking
#25:16208,Cycling
#25:16208,Thinking
#25:16210,Cycling
#25:16210,PersonalCare
#25:16210,Thinking
#25:16210,Other
#23:16297,Cycling
#24:16301,Driving
#23:16312,Browsing
#23:16312,Talking
#23:16312,Thinking
#23:16344,Listening
#23:16344,Thinking
#22:16371,Cycling
#22:16371,Thinking
#22:16371,Cycling
#22:16371,Thinking
#22:16331,Cycling
#22:16331,Thinking
#25:16244,Other
#24:17216,Cycling
#24:17216,Thinking
#24:16297,Listening
#24:16297,Cycling
#23:16332,Cycling
#23:16332,Thinking
#22:18793,Listening
#25:16252,Cycling
#23:16337,Cycling
#23:16337,Listening
#23:16337,Thinking
#24:16291,Cycling
#25:16258,Accompanying
#25:16258,Cycling
#23:16350,Thinking
#22:16418,Walking
#22:16418,Accompanying
#24:16304,Accompanying
#25:16269,Driving
#25:16269,Thinking
#25:16270,Driving
#25:16270,Talking
#25:16270,Accompanying
#24:16311,Listening
#22:16678,Walking
#22:16392,Driving
#22:16392,Listening
#23:16379,Thinking
#23:16361,Cycling
#23:16361,Thinking
#25:16305,Cycling
#25:16305,Other
#22:16408,Cycling
#24:16352,Listening
#24:16352,Thinking
#24:16333,Thinking
#28:4567,Eating
#28:4567,PersonalCare
#24:16347,Accompanying
#25:16317,Cycling
#25:16317,Browsing
#23:16403,Cycling
#23:16403,Thinking
#25:16401,Cycling
#27:4605,Listening
#27:4605,Other
#24:16364,Cycling
#24:16364,PersonalCare
#24:16364,Thinking
#24:16381,Other
#23:16425,Other
#24:16406,Cycling
#23:16427,Cycling
#22:16461,Accompanying
#24:16517,Walking
#23:16515,Walking
#23:16440,Cycling
#23:16440,Thinking
#24:16410,Accompanying
#22:16515,Cycling
#23:16457,Accompanying
#23:16446,Cycling
#23:16446,PersonalCare
#23:16446,Thinking
#23:16446,Other
#24:16416,Accompanying
#24:16415,Walking
#25:16376,Walking
#25:16376,Other
#25:16426,Walking
#23:16481,Cycling
#23:16481,PersonalCare
#23:16481,Thinking
#22:16516,Other
#22:16509,Cycling
#24:16462,Listening
#25:16415,Cycling
#22:16533,Cycling
#24:16561,Eating
#25:16429,Walking
#25:16448,Accompanying
#25:16461,Cycling
#23:16534,Walking
#23:16534,Accompanying
#24:16558,Talking
#23:16590,Talking
#22:16562,Cycling
#22:16544,Walking
#24:16488,Accompanying
#24:16470,Talking
#22:17668,Talking
#22:16558,Accompanying
#23:16527,Talking
#24:16481,Accompanying
#25:16444,Cycling
#25:16444,Thinking
#22:16559,Cycling
#22:16559,Thinking
#23:16530,Accompanying
#24:16484,Accompanying
#22:16577,Cycling
#22:16573,Listening
#24:16515,Cycling
#25:16453,Cycling
#25:16453,PersonalCare
#25:16453,Thinking
#24:16500,Talking
#25:16475,Cycling
#23:16562,Cycling
#25:16503,Talking
#22:16592,Walking
#25:16502,Eating
#22:16618,Talking
#22:16632,Thinking
#24:16559,Listening
#23:16623,Cycling
#25:16517,Thinking
#23:16604,Talking
#22:16660,Cycling
#23:16601,Cycling
#25:16515,Relaxing
#25:16549,Talking
#25:16549,Eating
#22:16655,Cycling
#25:21580,Talking
#24:16630,Walking
#25:16590,Walking
#24:16641,Accompanying
#22:16705,Browsing
#23:16687,Browsing
#24:16615,Walking
#24:16615,Talking
#24:16615,Accompanying
#23:16677,Walking
#25:16610,Thinking
#23:16676,Thinking
#22:16704,Cycling
#26:4743,Listening
#22:16725,Thinking
#23:16691,Cycling
#25:16615,Cycling
#23:16702,Listening
#22:16765,Thinking
#22:16765,PersonalCare
#24:16655,Other
#22:16730,Listening
#25:16624,Cycling
#25:16624,PersonalCare
#25:16624,Thinking
#23:16796,Listening
#24:16664,Cycling
#24:16664,Listening
#24:16718,Cycling
#24:16693,Driving
#22:16793,Cycling
#23:16737,Thinking
#27:4707,Listening
#24:16749,Driving
#24:16720,Cycling
#24:16848,Listening
#24:16848,Thinking
#23:16784,Cycling
#23:16784,Thinking
#23:16784,PersonalCare
#23:16767,Listening
#25:16698,Walking
#26:4756,Listening
#22:16822,Thinking
#22:16822,Cycling
#23:21668,Relaxing
#23:21668,ReadingDevice
#23:21668,Listening
#25:16963,Cycling
#24:16849,Thinking
#22:16848,Walking
#22:16848,Thinking
#22:17028,Thinking
#22:16891,Cycling
#24:16816,Cycling
#29:4654,Listening
#24:16833,Talking
#24:16833,Accompanying
#24:16833,Cycling
#23:16861,Cycling
#23:16861,Thinking
#25:16774,Cycling
#24:16899,Cycling
#25:16797,Talking
#25:16797,Accompanying
#22:17081,Cycling
#24:17108,Cycling
#24:17108,Accompanying
#25:17067,Driving
#28:4742,Listening
#25:16851,Cycling
#22:16972,Cycling
#22:16972,Listening
#22:16972,PersonalCare
#22:16972,Thinking
#24:16979,Listening
#23:17050,Cycling
#24:16953,Thinking
#28:4758,ReadingDevice
#24:16959,Driving
#22:17035,Driving
#24:17004,Cycling
#25:16915,Thinking
#24:16956,Thinking
#23:17052,Cycling
#24:17002,Cycling
#24:17002,Listening
#24:17002,PersonalCare
#24:17002,Thinking
#24:17002,Other
#22:17076,Cycling
#23:17048,Driving
#24:17068,Thinking
#24:17055,Accompanying
#22:17428,Thinking
#22:17083,Cycling
#22:17131,Accompanying
#25:17299,Cycling
#24:17019,Cycling
#23:17102,Cycling
#23:17102,Thinking
#24:17062,Accompanying
#24:17062,Eating
#24:17062,Talking
#23:17154,Talking
#23:17154,Accompanying
#24:17056,Thinking
#24:17056,Cycling
#27:4805,Listening
#22:17248,Cycling
#22:17145,Cycling
#22:17145,Listening
#22:17145,Thinking
#22:17145,PersonalCare
#25:17028,Cycling
#22:17420,Cycling
#22:17421,Cycling
#24:17174,Cycling
#29:4748,Listening
#23:17206,Thinking
#24:17150,Driving
#24:17118,Cycling
#24:17344,Walking
#24:17411,Browsing
#24:17411,ReadingDevice
#24:17411,Thinking
#22:17226,Cycling
#23:17196,Driving
#23:17221,Cycling
#23:17221,Listening
#23:17221,PersonalCare
#25:17302,Cycling
#25:17119,Thinking
#23:17264,Listening
#28:4859,Thinking
#27:4839,Thinking
#25:17176,Talking
#25:17178,Thinking
#24:17218,Cycling
#22:17295,Thinking
#25:17177,Cycling
#23:17293,Thinking
#24:17243,Listening
#22:17319,Driving
#22:17319,Listening
#22:17319,Thinking
#22:17319,Other
#22:17320,Cycling
#24:17307,Thinking
#24:17307,PersonalCare
#28:4853,Thinking
#22:17519,Walking
#25:17265,Thinking
#25:17265,PersonalCare
#23:17420,Walking
#22:17545,ReadingDevice
#22:17359,Walking
#22:17359,Listening
#24:17374,Driving
#24:17467,Thinking
#23:17391,Cycling
#22:17376,Cycling
#23:17514,Thinking
#22:17382,Cycling
#25:17275,Driving
#25:17275,Listening
#25:17275,Thinking
#24:17440,Walking
#25:17303,Cycling
#27:4891,Thinking
#25:17332,Walking
#25:17332,Accompanying
#25:17332,Talking
#25:17426,Thinking
#23:20460,Other
#22:17453,Walking
#22:17453,Talking
#27:4896,Thinking
#22:20493,Accompanying
#25:17397,Walking
#24:17462,Driving
#23:17508,Walking
#25:17427,Accompanying
#25:17365,Walking
#25:17422,Walking
#24:17408,Walking
#24:17408,Thinking
#24:17436,Thinking
#24:17436,Walking
#25:17429,Accompanying
#25:20373,Accompanying
#22:17490,Talking
#23:20464,Accompanying
#24:17465,Driving
#24:17534,Talking
#25:17430,Accompanying
#24:17473,Accompanying
#22:17585,Accompanying
#25:17431,Accompanying
#23:17494,Accompanying
#23:17581,Talking
#23:17520,Cycling
#23:17520,Thinking
#22:17552,Talking
#23:17521,Cycling
#23:17521,Thinking
#23:17553,Talking
#24:17521,Accompanying
#24:17521,Talking
#22:17601,Accompanying
#22:17601,Talking
#24:17583,Accompanying
#25:17525,Eating
#24:17568,Accompanying
#24:17690,Cycling
#23:17615,Accompanying
#23:17599,Thinking
#23:17599,PersonalCare
#23:17608,Talking
#23:17608,Accompanying
#24:17562,Talking
#22:17648,Accompanying
#24:17570,Other
#25:17541,Listening
#25:17541,Driving
#24:17762,Listening
#22:17678,Thinking
#22:17686,Thinking
#22:17770,Cycling
#23:17648,Cycling
#23:17648,Accompanying
#25:20380,Other
#22:17701,Eating
#24:20422,Walking
#22:17710,Eating
#24:17691,Cycling
#22:17771,Cycling
#22:17717,Talking
#22:17717,Accompanying
#22:17717,Eating
#22:17758,Cycling
#24:17659,Accompanying
#23:17699,Walking
#23:17699,Thinking
#23:20469,Thinking
#22:17740,Talking
#23:18025,Talking
#23:17732,Driving
#24:17692,Cycling
#25:20379,Thinking
#27:5016,Listening
#22:17774,Listening
#22:17774,Thinking
#25:17720,Cycling
#25:20378,PersonalCare
#22:17832,Walking
#24:17757,Cycling
#24:17757,Accompanying
#24:30258,Talking
#22:18203,Cycling
#22:18203,Other
#24:17831,Walking
#22:17856,Eating
#24:17782,Accompanying
#23:17855,Thinking
#29:4948,Talking
#25:18209,Cycling
#24:17830,Driving
#22:18051,Talking
#22:18051,Listening
#25:17766,Cycling
#28:4992,Other
#23:17867,Listening
#23:17867,Cycling
#22:17909,Driving
#24:17970,Talking
#24:17970,Listening
#25:18081,Cycling
#28:5201,Thinking
#24:17876,Cycling
#23:17944,Listening
#23:17944,Thinking
#24:18087,Cycling
#22:17970,Walking
#24:17893,Cycling
#24:17893,Thinking
#22:18171,Thinking
#22:18171,Cycling
#24:18123,Cycling
#24:17897,Thinking
#24:17897,Cycling
#25:17855,Cycling
#25:17855,Thinking
#24:18782,Thinking
#22:18167,Cycling
#23:18170,Walking
#26:5276,Thinking
